location,user_id,session_id,duration_hours,energy,start_date,start_time,end_date,end_time,start_hour,end_hour,month,day,duration_minutes,day_type,user_id_num
ASK,ASK_Plass15,ASK_18493,14.35,18.19,2019-12-02,17:46:00,2019-12-03,08:07:00,17,8,December,Monday,861.0,Weekday,0
ASK,ASK_Plass15,ASK_15799,24.35,22.48,2019-10-12,18:14:00,2019-10-13,18:35:00,18,18,October,Saturday,1461.0,Weekend,0
ASK,ASK_Plass15,ASK_17997,11.4,21.34,2019-11-23,22:45:00,2019-11-24,10:09:00,22,10,November,Saturday,684.0,Weekend,0
ASK,ASK_Plass15,ASK_16177,15.23333,19.61,2019-10-20,16:57:00,2019-10-21,08:11:00,16,8,October,Sunday,913.9998,Weekend,0
ASK,ASK_Plass15,ASK_17347,10.48333,20.1,2019-11-11,21:32:00,2019-11-12,08:01:00,21,8,November,Monday,628.9998,Weekday,0
ASK,ASK_Plass15,ASK_17825,14.78333,18.83,2019-11-20,17:32:00,2019-11-21,08:19:00,17,8,November,Wednesday,886.9997999999999,Weekday,0
ASK,ASK_Plass15,ASK_14030,16.93333,22.99,2019-08-28,14:59:00,2019-08-29,07:55:00,14,7,August,Wednesday,1015.9998,Weekday,0
ASK,ASK_Plass15,ASK_16946,10.31667,18.11,2019-11-04,21:46:00,2019-11-05,08:05:00,21,8,November,Monday,619.0002000000001,Weekday,0
ASK,ASK_Plass15,ASK_17636,1.45,5.09,2019-11-17,13:58:00,2019-11-17,15:25:00,13,15,November,Sunday,87.0,Weekend,0
ASK,ASK_Plass15,ASK_14124,15.63333,19.75,2019-08-30,20:05:00,2019-08-31,11:43:00,20,11,August,Friday,937.9998,Weekday,0
ASK,ASK_Plass15,ASK_17629,0.9,3.2,2019-11-17,09:14:00,2019-11-17,10:08:00,9,10,November,Sunday,54.0,Weekend,0
ASK,ASK_Plass15,ASK_17161,19.75,18.26,2019-11-08,17:15:00,2019-11-09,13:00:00,17,13,November,Friday,1185.0,Weekday,0
ASK,ASK_Plass19,ASK_13803,1.483333,15.92,2019-08-22,16:40:00,2019-08-22,18:09:00,16,18,August,Thursday,88.99998,Weekday,1
ASK,ASK_Plass19,ASK_4534,10.4,40.88,2018-12-12,20:33:00,2018-12-13,06:57:00,20,6,December,Wednesday,624.0,Weekday,1
ASK,ASK_Plass19,ASK_4281,8.5,31.81,2018-12-03,21:28:00,2018-12-04,05:58:00,21,5,December,Monday,510.0,Weekday,1
ASK,ASK_Plass19,ASK_8242,18.13333,26.14,2019-03-16,20:10:00,2019-03-17,14:18:00,20,14,March,Saturday,1087.9998,Weekend,1
ASK,ASK_Plass19,ASK_18260,11.31667,3.07,2019-11-28,18:36:00,2019-11-29,05:55:00,18,5,November,Thursday,679.0002000000001,Weekday,1
ASK,ASK_Plass19,ASK_18619,11.31667,48.72,2019-12-04,20:28:00,2019-12-05,07:47:00,20,7,December,Wednesday,679.0002000000001,Weekday,1
ASK,ASK_Plass19,ASK_12577,16.88333,32.27,2019-07-12,17:14:00,2019-07-13,10:07:00,17,10,July,Friday,1012.9998,Weekday,1
ASK,ASK_Plass19,ASK_10797,0.5,5.31,2019-05-20,21:20:00,2019-05-20,21:50:00,21,21,May,Monday,30.0,Weekday,1
ASK,ASK_Plass19,ASK_10477,11.93333,41.11,2019-05-12,19:36:00,2019-05-13,07:32:00,19,7,May,Sunday,715.9997999999999,Weekend,1
ASK,ASK_Plass19,ASK_10645,14.13333,41.04,2019-05-16,19:20:00,2019-05-17,09:28:00,19,9,May,Thursday,847.9998,Weekday,1
ASK,ASK_Plass19,ASK_5655,17.1,74.32,2019-01-13,14:13:00,2019-01-14,07:19:00,14,7,January,Sunday,1026.0,Weekend,1
ASK,ASK_Plass19,ASK_5225,15.36667,60.05,2019-01-02,16:40:00,2019-01-03,08:02:00,16,8,January,Wednesday,922.0002,Weekday,1
ASK,ASK_Plass19,ASK_16258,3.4,36.99,2019-10-22,12:18:00,2019-10-22,15:42:00,12,15,October,Tuesday,204.0,Weekday,1
ASK,ASK_Plass19,ASK_4768,11.91667,61.05,2018-12-19,20:03:00,2018-12-20,07:58:00,20,7,December,Wednesday,715.0002,Weekday,1
ASK,ASK_Plass19,ASK_20847,10.15,34.22,2020-01-15,21:50:00,2020-01-16,07:59:00,21,7,January,Wednesday,609.0,Weekday,1
ASK,ASK_Plass19,ASK_16793,12.26667,35.0,2019-11-01,20:55:00,2019-11-02,09:11:00,20,9,November,Friday,736.0002,Weekday,1
ASK,ASK_Plass19,ASK_9794,12.76667,35.13,2019-04-25,17:03:00,2019-04-26,05:49:00,17,5,April,Thursday,766.0002,Weekday,1
ASK,ASK_Plass19,ASK_16601,8.6,14.98,2019-10-28,21:29:00,2019-10-29,06:05:00,21,6,October,Monday,516.0,Weekday,1
ASK,ASK_Plass19,ASK_20926,18.5,31.6,2020-01-17,16:56:00,2020-01-18,11:26:00,16,11,January,Friday,1110.0,Weekday,1
ASK,ASK_Plass19,ASK_10800,7.983333,49.63,2019-05-20,21:59:00,2019-05-21,05:58:00,21,5,May,Monday,478.99998,Weekday,1
ASK,ASK_Plass19,ASK_18450,11.45,52.16,2019-12-01,20:04:00,2019-12-02,07:31:00,20,7,December,Sunday,687.0,Weekend,1
ASK,ASK_Plass19,ASK_10071,8.85,32.93,2019-05-02,21:01:00,2019-05-03,05:52:00,21,5,May,Thursday,531.0,Weekday,1
ASK,ASK_Plass19,ASK_21096,8.65,38.97,2020-01-20,21:12:00,2020-01-21,05:51:00,21,5,January,Monday,519.0,Weekday,1
ASK,ASK_Plass19,ASK_11647,3.133333,31.4,2019-06-13,16:26:00,2019-06-13,19:34:00,16,19,June,Thursday,187.99998,Weekday,1
ASK,ASK_Plass19,ASK_4631,20.61667,67.72,2018-12-15,17:34:00,2018-12-16,14:11:00,17,14,December,Saturday,1237.0002,Weekend,1
ASK,ASK_Plass19,ASK_4210,20.63333,41.28,2018-12-01,15:29:00,2018-12-02,12:07:00,15,12,December,Saturday,1237.9998,Weekend,1
ASK,ASK_Plass19,ASK_10326,0.4,4.01,2019-05-09,09:20:00,2019-05-09,09:44:00,9,9,May,Thursday,24.0,Weekday,1
ASK,ASK_Plass19,ASK_19099,7.966667,23.86,2019-12-12,21:59:00,2019-12-13,05:57:00,21,5,December,Thursday,478.00002,Weekday,1
ASK,ASK_Plass19,ASK_6238,0.5166667,5.35,2019-01-26,13:46:00,2019-01-26,14:17:00,13,14,January,Saturday,31.000002000000002,Weekend,1
ASK,ASK_Plass19,ASK_5042,15.53333,41.88,2018-12-27,20:12:00,2018-12-28,11:44:00,20,11,December,Thursday,931.9997999999999,Weekday,1
ASK,ASK_Plass19,ASK_8419,14.6,38.08,2019-03-20,18:18:00,2019-03-21,08:54:00,18,8,March,Wednesday,876.0,Weekday,1
ASK,ASK_Plass19,ASK_12544,1.666667,18.09,2019-07-11,16:35:00,2019-07-11,18:15:00,16,18,July,Thursday,100.00001999999999,Weekday,1
ASK,ASK_Plass19,ASK_19258,1.116667,11.94,2019-12-15,16:22:00,2019-12-15,17:29:00,16,17,December,Sunday,67.00002,Weekend,1
ASK,ASK_Plass19,ASK_14448,3.35,36.59,2019-09-09,12:11:00,2019-09-09,15:32:00,12,15,September,Monday,201.0,Weekday,1
ASK,ASK_Plass19,ASK_15972,2.183333,23.65,2019-10-16,12:20:00,2019-10-16,14:31:00,12,14,October,Wednesday,130.99998000000002,Weekday,1
ASK,ASK_Plass19,ASK_12951,0.7333333,7.99,2019-07-27,11:44:00,2019-07-27,12:28:00,11,12,July,Saturday,43.999998,Weekend,1
ASK,ASK_Plass19,ASK_10850,9.2,50.72,2019-05-21,22:03:00,2019-05-22,07:15:00,22,7,May,Tuesday,552.0,Weekday,1
ASK,ASK_Plass19,ASK_10835,1.166667,12.53,2019-05-21,18:49:00,2019-05-21,19:59:00,18,19,May,Tuesday,70.00001999999999,Weekday,1
ASK,ASK_Plass19,ASK_8891,14.95,51.65,2019-03-31,16:08:00,2019-04-01,07:05:00,16,7,March,Sunday,897.0,Weekend,1
ASK,ASK_Plass19,ASK_9253,8.333333,58.05,2019-04-08,21:26:00,2019-04-09,05:46:00,21,5,April,Monday,499.99998,Weekday,1
ASK,ASK_Plass19,ASK_5448,16.05,28.46,2019-01-08,16:07:00,2019-01-09,08:10:00,16,8,January,Tuesday,963.0,Weekday,1
ASK,ASK_Plass19,ASK_8972,13.03333,36.49,2019-04-02,18:22:00,2019-04-03,07:24:00,18,7,April,Tuesday,781.9997999999999,Weekday,1
ASK,ASK_Plass19,ASK_11810,8.483333,32.6,2019-06-17,21:19:00,2019-06-18,05:48:00,21,5,June,Monday,508.99998,Weekday,1
ASK,ASK_Plass19,ASK_8562,17.51667,33.93,2019-03-23,16:42:00,2019-03-24,10:13:00,16,10,March,Saturday,1051.0002000000002,Weekend,1
ASK,ASK_Plass19,ASK_11170,9.766667,56.98,2019-05-30,19:59:00,2019-05-31,05:45:00,19,5,May,Thursday,586.00002,Weekday,1
ASK,ASK_Plass19,ASK_18092,8.483333,36.48,2019-11-25,21:26:00,2019-11-26,05:55:00,21,5,November,Monday,508.99998,Weekday,1
ASK,ASK_Plass19,ASK_15832,0.2833333,3.07,2019-10-13,10:00:00,2019-10-13,10:17:00,10,10,October,Sunday,16.999998,Weekend,1
ASK,ASK_Plass19,ASK_4745,0.2,1.82,2018-12-19,06:25:00,2018-12-19,06:37:00,6,6,December,Wednesday,12.0,Weekday,1
ASK,ASK_Plass19,ASK_21561,13.11667,28.44,2020-01-29,18:38:00,2020-01-30,07:45:00,18,7,January,Wednesday,787.0002,Weekday,1
ASK,ASK_Plass19,ASK_8706,8.6,50.13,2019-03-26,22:35:00,2019-03-27,07:11:00,22,7,March,Tuesday,516.0,Weekday,1
ASK,ASK_Plass19,ASK_17815,16.11667,41.84,2019-11-20,16:08:00,2019-11-21,08:15:00,16,8,November,Wednesday,967.0002,Weekday,1
ASK,ASK_Plass19,ASK_6113,16.66667,43.07,2019-01-23,16:32:00,2019-01-24,09:12:00,16,9,January,Wednesday,1000.0002,Weekday,1
ASK,ASK_Plass19,ASK_11413,11.36667,32.35,2019-06-05,21:28:00,2019-06-06,08:50:00,21,8,June,Wednesday,682.0002,Weekday,1
ASK,ASK_Plass19,ASK_3872,11.15,40.67,2018-11-20,20:53:00,2018-11-21,08:02:00,20,8,November,Tuesday,669.0,Weekday,1
ASK,ASK_Plass19,ASK_8363,3.55,35.23,2019-03-19,15:22:00,2019-03-19,18:55:00,15,18,March,Tuesday,213.0,Weekday,1
ASK,ASK_Plass19,ASK_6890,9.016667,49.4,2019-02-11,20:54:00,2019-02-12,05:55:00,20,5,February,Monday,541.00002,Weekday,1
ASK,ASK_Plass19,ASK_7238,10.9,25.2,2019-02-21,19:09:00,2019-02-22,06:03:00,19,6,February,Thursday,654.0,Weekday,1
ASK,ASK_Plass19,ASK_16661,17.8,34.23,2019-10-30,14:24:00,2019-10-31,08:12:00,14,8,October,Wednesday,1068.0,Weekday,1
ASK,ASK_Plass19,ASK_10169,13.41667,33.6,2019-05-05,18:00:00,2019-05-06,07:25:00,18,7,May,Sunday,805.0002,Weekend,1
ASK,ASK_Plass19,ASK_5968,15.06667,40.74,2019-01-20,16:17:00,2019-01-21,07:21:00,16,7,January,Sunday,904.0002000000001,Weekend,1
ASK,ASK_Plass19,ASK_12164,1.2,13.0,2019-06-27,20:04:00,2019-06-27,21:16:00,20,21,June,Thursday,72.0,Weekday,1
ASK,ASK_Plass19,ASK_12168,8.216667,33.47,2019-06-27,21:32:00,2019-06-28,05:45:00,21,5,June,Thursday,493.00001999999995,Weekday,1
ASK,ASK_Plass19,ASK_11490,1.183333,12.7,2019-06-08,13:03:00,2019-06-08,14:14:00,13,14,June,Saturday,70.99998,Weekend,1
ASK,ASK_Plass19,ASK_12953,1.383333,14.76,2019-07-27,13:22:00,2019-07-27,14:45:00,13,14,July,Saturday,82.99998,Weekend,1
ASK,ASK_Plass19,ASK_19950,37.61667,56.58,2019-12-27,20:49:00,2019-12-29,10:26:00,20,10,December,Friday,2257.0002,Weekday,1
ASK,ASK_Plass19,ASK_14923,5.683333,41.0,2019-09-21,14:18:00,2019-09-21,19:59:00,14,19,September,Saturday,340.99998,Weekend,1
ASK,ASK_Plass19,ASK_20000,0.5,5.16,2019-12-29,10:27:00,2019-12-29,10:57:00,10,10,December,Sunday,30.0,Weekend,1
ASK,ASK_Plass19,ASK_14649,0.9166667,9.89,2019-09-14,14:03:00,2019-09-14,14:58:00,14,14,September,Saturday,55.000001999999995,Weekend,1
ASK,ASK_Plass19,ASK_14799,5.0,42.5,2019-09-18,12:19:00,2019-09-18,17:19:00,12,17,September,Wednesday,300.0,Weekday,1
ASK,ASK_Plass19,ASK_11020,12.48333,39.77,2019-05-26,18:54:00,2019-05-27,07:23:00,18,7,May,Sunday,748.9998,Weekend,1
ASK,ASK_Plass19,ASK_12994,13.7,44.44,2019-07-28,21:33:00,2019-07-29,11:15:00,21,11,July,Sunday,822.0,Weekend,1
ASK,ASK_Plass19,ASK_15404,18.78333,40.81,2019-10-03,18:07:00,2019-10-04,12:54:00,18,12,October,Thursday,1126.9998,Weekday,1
ASK,ASK_Plass19,ASK_9661,10.73333,34.15,2019-04-21,21:07:00,2019-04-22,07:51:00,21,7,April,Sunday,643.9998,Weekend,1
ASK,ASK_Plass19,ASK_4577,9.466667,34.32,2018-12-13,22:36:00,2018-12-14,08:04:00,22,8,December,Thursday,568.00002,Weekday,1
ASK,ASK_Plass19,ASK_19275,13.7,25.58,2019-12-15,19:55:00,2019-12-16,09:37:00,19,9,December,Sunday,822.0,Weekend,1
ASK,ASK_Plass19,ASK_7229,2.183333,18.38,2019-02-21,16:31:00,2019-02-21,18:42:00,16,18,February,Thursday,130.99998000000002,Weekday,1
ASK,ASK_Plass19,ASK_6309,9.25,73.74,2019-01-27,22:00:00,2019-01-28,07:15:00,22,7,January,Sunday,555.0,Weekend,1
ASK,ASK_Plass19,ASK_6881,1.7,18.37,2019-02-11,18:15:00,2019-02-11,19:57:00,18,19,February,Monday,102.0,Weekday,1
ASK,ASK_Plass19,ASK_15500,12.7,44.27,2019-10-06,18:57:00,2019-10-07,07:39:00,18,7,October,Sunday,762.0,Weekend,1
ASK,ASK_Plass19,ASK_17966,19.15,46.53,2019-11-23,15:15:00,2019-11-24,10:24:00,15,10,November,Saturday,1149.0,Weekend,1
ASK,ASK_Plass19,ASK_15053,13.15,36.69,2019-09-24,18:57:00,2019-09-25,08:06:00,18,8,September,Tuesday,789.0,Weekday,1
ASK,ASK_Plass19,ASK_17459,10.23333,25.94,2019-11-13,22:20:00,2019-11-14,08:34:00,22,8,November,Wednesday,613.9998,Weekday,1
ASK,ASK_Plass19,ASK_17534,16.93333,48.19,2019-11-15,16:31:00,2019-11-16,09:27:00,16,9,November,Friday,1015.9998,Weekday,1
ASK,ASK_Plass19,ASK_7396,7.083333,31.34,2019-02-26,08:14:00,2019-02-26,15:19:00,8,15,February,Tuesday,424.99998,Weekday,1
ASK,ASK_Plass19,ASK_3917,1.916667,20.66,2018-11-22,16:12:00,2018-11-22,18:07:00,16,18,November,Thursday,115.00001999999999,Weekday,1
ASK,ASK_Plass19,ASK_5915,5.616667,47.4,2019-01-19,11:19:00,2019-01-19,16:56:00,11,16,January,Saturday,337.00001999999995,Weekend,1
ASK,ASK_Plass19,ASK_4875,1.433333,4.85,2018-12-22,14:51:00,2018-12-22,16:17:00,14,16,December,Saturday,85.99998,Weekend,1
ASK,ASK_Plass19,ASK_19489,45.8,30.93,2019-12-19,13:37:00,2019-12-21,11:25:00,13,11,December,Thursday,2748.0,Weekday,1
ASK,ASK_Plass19,ASK_11540,13.85,38.15,2019-06-10,15:58:00,2019-06-11,05:49:00,15,5,June,Monday,831.0,Weekday,1
ASK,ASK_Plass19,ASK_15206,1.683333,15.75,2019-09-28,12:03:00,2019-09-28,13:44:00,12,13,September,Saturday,100.99998,Weekend,1
ASK,ASK_Plass19,ASK_6259,16.41667,58.71,2019-01-26,17:40:00,2019-01-27,10:05:00,17,10,January,Saturday,985.0002,Weekend,1
ASK,ASK_Plass19,ASK_9091,3.733333,40.49,2019-04-05,08:34:00,2019-04-05,12:18:00,8,12,April,Friday,223.99998,Weekday,1
ASK,ASK_Plass19,ASK_7933,12.76667,59.08,2019-03-10,18:06:00,2019-03-11,06:52:00,18,6,March,Sunday,766.0002,Weekend,1
ASK,ASK_Plass19,ASK_4356,11.4,38.28,2018-12-06,19:49:00,2018-12-07,07:13:00,19,7,December,Thursday,684.0,Weekday,1
ASK,ASK_Plass19,ASK_7514,8.35,44.27,2019-02-28,21:33:00,2019-03-01,05:54:00,21,5,February,Thursday,501.0,Weekday,1
ASK,ASK_Plass19,ASK_17109,10.18333,34.66,2019-11-07,19:42:00,2019-11-08,05:53:00,19,5,November,Thursday,610.9997999999999,Weekday,1
ASK,ASK_Plass19,ASK_10411,12.46667,26.47,2019-05-10,20:32:00,2019-05-11,09:00:00,20,9,May,Friday,748.0002000000001,Weekday,1
ASK,ASK_Plass19,ASK_6782,15.6,5.38,2019-02-08,17:27:00,2019-02-09,09:03:00,17,9,February,Friday,936.0,Weekday,1
ASK,ASK_Plass19,ASK_13543,11.45,43.9,2019-08-14,21:53:00,2019-08-15,09:20:00,21,9,August,Wednesday,687.0,Weekday,1
ASK,ASK_Plass19,ASK_3989,20.73333,38.51,2018-11-24,18:33:00,2018-11-25,15:17:00,18,15,November,Saturday,1243.9997999999998,Weekend,1
ASK,ASK_Plass19,ASK_5102,13.38333,44.43,2018-12-29,18:34:00,2018-12-30,07:57:00,18,7,December,Saturday,802.9998,Weekend,1
ASK,ASK_Plass19,ASK_14063,2.616667,28.46,2019-08-29,12:13:00,2019-08-29,14:50:00,12,14,August,Thursday,157.00002,Weekday,1
ASK,ASK_Plass19,ASK_19051,1.866667,20.19,2019-12-12,12:59:00,2019-12-12,14:51:00,12,14,December,Thursday,112.00002,Weekday,1
ASK,ASK_Plass19,ASK_4814,12.81667,28.45,2018-12-20,21:03:00,2018-12-21,09:52:00,21,9,December,Thursday,769.0002000000001,Weekday,1
ASK,ASK_Plass19,ASK_6395,8.55,72.34,2019-01-29,22:55:00,2019-01-30,07:28:00,22,7,January,Tuesday,513.0,Weekday,1
ASK,ASK_Plass19,ASK_21523,10.38333,30.69,2020-01-28,21:39:00,2020-01-29,08:02:00,21,8,January,Tuesday,622.9998,Weekday,1
ASK,ASK_Plass19,ASK_7769,13.36667,48.04,2019-03-07,16:33:00,2019-03-08,05:55:00,16,5,March,Thursday,802.0002,Weekday,1
ASK,ASK_Plass19,ASK_7306,14.16667,42.31,2019-02-23,20:03:00,2019-02-24,10:13:00,20,10,February,Saturday,850.0002,Weekend,1
ASK,ASK_Plass19,ASK_21598,5.216667,34.67,2020-01-30,15:10:00,2020-01-30,20:23:00,15,20,January,Thursday,313.00002,Weekday,1
ASK,ASK_Plass19,ASK_14298,9.55,31.99,2019-09-04,22:17:00,2019-09-05,07:50:00,22,7,September,Wednesday,573.0,Weekday,1
ASK,ASK_Plass19,ASK_11948,1.733333,18.77,2019-06-21,07:40:00,2019-06-21,09:24:00,7,9,June,Friday,103.99998,Weekday,1
ASK,ASK_Plass19,ASK_11499,17.15,27.89,2019-06-08,16:44:00,2019-06-09,09:53:00,16,9,June,Saturday,1029.0,Weekend,1
ASK,ASK_Plass19,ASK_18305,0.3333333,3.59,2019-11-29,14:02:00,2019-11-29,14:22:00,14,14,November,Friday,19.999998,Weekday,1
ASK,ASK_Plass19,ASK_8031,13.01667,37.89,2019-03-12,18:32:00,2019-03-13,07:33:00,18,7,March,Tuesday,781.0002,Weekday,1
ASK,ASK_Plass19,ASK_12026,10.86667,57.56,2019-06-23,21:07:00,2019-06-24,07:59:00,21,7,June,Sunday,652.0002,Weekend,1
ASK,ASK_Plass19,ASK_17255,17.75,32.88,2019-11-10,13:40:00,2019-11-11,07:25:00,13,7,November,Sunday,1065.0,Weekend,1
ASK,ASK_Plass19,ASK_7498,3.45,30.28,2019-02-28,16:39:00,2019-02-28,20:06:00,16,20,February,Thursday,207.0,Weekday,1
ASK,ASK_Plass19,ASK_10345,13.03333,41.18,2019-05-09,16:46:00,2019-05-10,05:48:00,16,5,May,Thursday,781.9997999999999,Weekday,1
ASK,ASK_Plass19,ASK_18787,14.86667,33.2,2019-12-07,20:46:00,2019-12-08,11:38:00,20,11,December,Saturday,892.0002,Weekend,1
ASK,ASK_Plass19,ASK_15649,13.91667,34.74,2019-10-09,20:00:00,2019-10-10,09:55:00,20,9,October,Wednesday,835.0002,Weekday,1
ASK,ASK_Plass19,ASK_6755,0.65,7.11,2019-02-08,10:17:00,2019-02-08,10:56:00,10,10,February,Friday,39.0,Weekday,1
ASK,ASK_Plass19,ASK_19411,10.35,29.33,2019-12-17,21:41:00,2019-12-18,08:02:00,21,8,December,Tuesday,621.0,Weekday,1
ASK,ASK_Plass19,ASK_15852,14.76667,39.06,2019-10-13,17:06:00,2019-10-14,07:52:00,17,7,October,Sunday,886.0002,Weekend,1
ASK,ASK_Plass19,ASK_21477,1.45,15.63,2020-01-28,08:04:00,2020-01-28,09:31:00,8,9,January,Tuesday,87.0,Weekday,1
ASK,ASK_Plass19,ASK_16541,11.1,45.86,2019-10-27,20:26:00,2019-10-28,07:32:00,20,7,October,Sunday,666.0,Weekend,1
ASK,ASK_Plass19,ASK_4096,12.83333,23.35,2018-11-27,22:09:00,2018-11-28,10:59:00,22,10,November,Tuesday,769.9998,Weekday,1
ASK,ASK_Plass19,ASK_16038,15.33333,52.75,2019-10-17,16:44:00,2019-10-18,08:04:00,16,8,October,Thursday,919.9998,Weekday,1
ASK,ASK_Plass19,ASK_21637,7.366667,11.58,2020-01-30,22:34:00,2020-01-31,05:56:00,22,5,January,Thursday,442.00001999999995,Weekday,1
ASK,ASK_Plass19,ASK_18151,10.26667,28.09,2019-11-26,21:45:00,2019-11-27,08:01:00,21,8,November,Tuesday,616.0002,Weekday,1
ASK,ASK_Plass19,ASK_19928,5.833333,21.98,2019-12-27,14:56:00,2019-12-27,20:46:00,14,20,December,Friday,349.99998,Weekday,1
ASK,ASK_Plass19,ASK_21250,7.566667,54.05,2020-01-23,22:21:00,2020-01-24,05:55:00,22,5,January,Thursday,454.00002,Weekday,1
ASK,ASK_Plass19,ASK_9951,8.483333,34.23,2019-04-29,21:28:00,2019-04-30,05:57:00,21,5,April,Monday,508.99998,Weekday,1
ASK,ASK_Plass19,ASK_21160,17.13333,60.26,2020-01-22,14:21:00,2020-01-23,07:29:00,14,7,January,Wednesday,1027.9998,Weekday,1
