location,user_id,session_id,duration_hours,energy,start_date,start_time,end_date,end_time,start_hour,end_hour,month,day,duration_minutes,day_type,user_id_num
CH5,KR_U95,KR60,5.266666666666667,37.6,2022-02-27,19:17:00,2022-02-28,00:33:00,19,0,February,Sunday,316.0,Weekend,0
CH5,KR_U98,KR61,1.2333333333333334,8.6,2022-08-14,09:27:00,2022-08-14,10:41:00,9,10,August,Sunday,74.0,Weekend,1
CH5,KR_U98,KR62,9.433333333333334,2.8,2022-08-13,18:09:00,2022-08-14,03:35:00,18,3,August,Saturday,566.0,Weekend,1
CH5,KR_U98,KR63,6.866666666666666,48.8,2022-08-08,18:02:00,2022-08-09,00:54:00,18,0,August,Monday,412.0,Weekday,1
CH5,KR_U98,KR64,4.6,32.5,2022-08-05,22:17:00,2022-08-06,02:53:00,22,2,August,Friday,276.0,Weekday,1
CH5,KR_U98,KR65,2.4166666666666665,17.2,2022-07-18,12:32:00,2022-07-18,14:57:00,12,14,July,Monday,145.0,Weekday,1
CH5,KR_U98,KR66,0.6833333333333333,4.8,2022-06-30,15:25:00,2022-06-30,16:06:00,15,16,June,Thursday,41.0,Weekday,1
CH5,KR_U98,KR67,4.516666666666667,32.2,2022-01-22,08:35:00,2022-01-22,13:06:00,8,13,January,Saturday,271.0,Weekend,1
CH5,KR_U98,KR68,6.6,47.2,2021-10-25,19:02:00,2021-10-26,01:38:00,19,1,October,Monday,396.0,Weekday,1
CH5,KR_U98,KR69,4.266666666666667,30.7,2021-10-27,18:27:00,2021-10-27,22:43:00,18,22,October,Wednesday,256.0,Weekday,1
CH5,KR_U109,KR70,2.5833333333333335,18.5,2022-09-14,19:28:00,2022-09-14,22:03:00,19,22,September,Wednesday,155.0,Weekday,2
CH5,KR_U109,KR71,2.1666666666666665,15.4,2022-09-12,20:29:00,2022-09-12,22:39:00,20,22,September,Monday,130.0,Weekday,2
CH5,KR_U109,KR72,1.2166666666666666,8.8,2022-09-19,21:00:00,2022-09-19,22:13:00,21,22,September,Monday,73.0,Weekday,2
CH5,KR_U109,KR73,3.1,22.2,2022-08-07,17:34:00,2022-08-07,20:40:00,17,20,August,Sunday,186.0,Weekend,2
CH5,KR_U109,KR74,0.6833333333333333,4.7,2022-08-06,14:32:00,2022-08-06,15:13:00,14,15,August,Saturday,41.0,Weekend,2
CH5,KR_U109,KR75,1.5166666666666666,10.8,2022-08-02,16:27:00,2022-08-02,17:58:00,16,17,August,Tuesday,91.0,Weekday,2
CH5,KR_U109,KR76,0.95,6.3,2022-08-02,10:30:00,2022-08-02,11:27:00,10,11,August,Tuesday,57.0,Weekday,2
CH5,KR_U109,KR77,2.216666666666667,15.9,2022-08-30,15:43:00,2022-08-30,17:56:00,15,17,August,Tuesday,133.0,Weekday,2
CH5,KR_U109,KR78,3.2666666666666666,23.5,2022-07-21,15:20:00,2022-07-21,18:36:00,15,18,July,Thursday,196.0,Weekday,2
CH5,KR_U109,KR79,2.7333333333333334,19.7,2022-07-26,19:16:00,2022-07-26,22:00:00,19,22,July,Tuesday,164.0,Weekday,2
CH5,KR_U109,KR80,3.2333333333333334,23.1,2022-06-02,22:55:00,2022-06-03,02:09:00,22,2,June,Thursday,194.0,Weekday,2
CH5,KR_U109,KR81,2.55,18.1,2022-06-04,00:08:00,2022-06-04,02:41:00,0,2,June,Saturday,153.0,Weekend,2
CH5,KR_U109,KR82,1.9333333333333333,13.8,2022-06-06,22:20:00,2022-06-07,00:16:00,22,0,June,Monday,116.0,Weekday,2
CH5,KR_U109,KR83,2.1,14.9,2022-06-09,23:18:00,2022-06-10,01:24:00,23,1,June,Thursday,126.0,Weekday,2
CH5,KR_U109,KR84,2.933333333333333,20.9,2022-06-11,21:13:00,2022-06-12,00:09:00,21,0,June,Saturday,176.0,Weekend,2
CH5,KR_U109,KR85,0.7333333333333333,5.2,2022-06-13,23:21:00,2022-06-14,00:05:00,23,0,June,Monday,44.0,Weekday,2
CH5,KR_U109,KR86,1.9333333333333333,13.8,2022-06-14,00:19:00,2022-06-14,02:15:00,0,2,June,Tuesday,116.0,Weekday,2
CH5,KR_U109,KR87,2.183333333333333,15.6,2022-06-18,23:16:00,2022-06-19,01:27:00,23,1,June,Saturday,131.0,Weekend,2
CH5,KR_U109,KR88,3.6166666666666667,25.8,2022-06-21,22:59:00,2022-06-22,02:36:00,22,2,June,Tuesday,217.0,Weekday,2
CH5,KR_U109,KR89,2.1666666666666665,15.4,2022-05-09,23:07:00,2022-05-10,01:17:00,23,1,May,Monday,130.0,Weekday,2
CH5,KR_U109,KR90,2.15,15.4,2022-05-12,23:10:00,2022-05-13,01:19:00,23,1,May,Thursday,129.0,Weekday,2
CH5,KR_U109,KR91,2.683333333333333,19.2,2022-05-19,22:51:00,2022-05-20,01:32:00,22,1,May,Thursday,161.0,Weekday,2
CH5,KR_U109,KR92,2.783333333333333,19.9,2022-05-21,23:45:00,2022-05-22,02:32:00,23,2,May,Saturday,167.0,Weekend,2
CH5,KR_U109,KR93,1.9333333333333333,13.8,2022-05-25,00:19:00,2022-05-25,02:15:00,0,2,May,Wednesday,116.0,Weekday,2
CH5,KR_U109,KR94,1.5333333333333334,10.9,2022-04-06,20:13:00,2022-04-06,21:45:00,20,21,April,Wednesday,92.0,Weekday,2
CH5,KR_U109,KR95,1.2166666666666666,8.8,2022-04-06,22:11:00,2022-04-06,23:24:00,22,23,April,Wednesday,73.0,Weekday,2
CH5,KR_U109,KR96,2.95,21.0,2022-04-20,23:28:00,2022-04-21,02:25:00,23,2,April,Wednesday,177.0,Weekday,2
CH5,KR_U109,KR97,3.4,24.3,2022-04-23,23:30:00,2022-04-24,02:54:00,23,2,April,Saturday,204.0,Weekend,2
CH5,KR_U109,KR98,1.0,7.1,2022-02-05,19:46:00,2022-02-05,20:46:00,19,20,February,Saturday,60.0,Weekend,2
CH5,KR_U109,KR99,2.0,14.1,2022-01-04,18:16:00,2022-01-04,20:16:00,18,20,January,Tuesday,120.0,Weekday,2
CH5,KR_U109,KR100,2.933333333333333,19.4,2022-01-16,22:08:00,2022-01-17,01:04:00,22,1,January,Sunday,176.0,Weekend,2
CH5,KR_U109,KR101,3.5833333333333335,22.1,2022-01-20,19:05:00,2022-01-20,22:40:00,19,22,January,Thursday,215.0,Weekday,2
CH5,KR_U109,KR102,3.3,23.2,2022-01-24,19:21:00,2022-01-24,22:39:00,19,22,January,Monday,198.0,Weekday,2
CH5,KR_U109,KR103,3.716666666666667,26.1,2021-12-03,22:25:00,2021-12-04,02:08:00,22,2,December,Friday,223.0,Weekday,2
CH5,KR_U109,KR104,0.7,4.9,2021-12-25,19:18:00,2021-12-25,20:00:00,19,20,December,Saturday,42.0,Weekend,2
CH5,KR_U109,KR105,3.1666666666666665,19.8,2021-12-25,20:24:00,2021-12-25,23:34:00,20,23,December,Saturday,190.0,Weekend,2
CH5,KR_U109,KR106,2.9,20.2,2021-11-04,19:19:00,2021-11-04,22:13:00,19,22,November,Thursday,174.0,Weekday,2
CH5,KR_U109,KR107,3.8333333333333335,26.9,2021-11-10,18:37:00,2021-11-10,22:27:00,18,22,November,Wednesday,230.0,Weekday,2
CH5,KR_U109,KR108,1.7,11.0,2021-11-27,21:43:00,2021-11-27,23:25:00,21,23,November,Saturday,102.0,Weekend,2
CH5,KR_U109,KR109,1.0,7.1,2021-10-23,17:28:00,2021-10-23,18:28:00,17,18,October,Saturday,60.0,Weekend,2
CH5,KR_U190,KR110,5.683333333333334,45.0,2022-09-13,18:06:00,2022-09-13,23:47:00,18,23,September,Tuesday,341.0,Weekday,3
CH5,KR_U190,KR111,6.3,44.8,2022-09-06,22:39:00,2022-09-07,04:57:00,22,4,September,Tuesday,378.0,Weekday,3
CH5,KR_U190,KR112,10.616666666666667,39.5,2022-09-03,19:33:00,2022-09-04,06:10:00,19,6,September,Saturday,637.0,Weekend,3
CH5,KR_U190,KR113,5.633333333333334,40.1,2022-08-31,18:54:00,2022-09-01,00:32:00,18,0,August,Wednesday,338.0,Weekday,3
CH5,KR_U190,KR114,4.333333333333333,30.6,2022-08-28,19:23:00,2022-08-28,23:43:00,19,23,August,Sunday,260.0,Weekend,3
CH5,KR_U190,KR115,1.1,7.8,2022-08-28,18:05:00,2022-08-28,19:11:00,18,19,August,Sunday,66.0,Weekend,3
CH5,KR_U190,KR116,4.283333333333333,30.2,2022-08-26,19:17:00,2022-08-26,23:34:00,19,23,August,Friday,257.0,Weekday,3
CH5,KR_U190,KR117,5.933333333333334,41.8,2022-07-03,18:51:00,2022-07-04,00:47:00,18,0,July,Sunday,356.0,Weekend,3
CH5,KR_U190,KR118,6.283333333333333,44.7,2022-04-12,23:55:00,2022-04-13,06:12:00,23,6,April,Tuesday,377.0,Weekday,3
CH5,KR_U190,KR119,6.716666666666667,48.3,2022-04-14,19:02:00,2022-04-15,01:45:00,19,1,April,Thursday,403.0,Weekday,3
CH5,KR_U508,KR120,3.5166666666666666,25.2,2022-01-07,20:40:00,2022-01-08,00:11:00,20,0,January,Friday,211.0,Weekday,4
CH5,KR_U603,KR121,7.583333333333333,50.9,2022-03-03,22:43:00,2022-03-04,06:18:00,22,6,March,Thursday,455.0,Weekday,5
CH5,KR_U603,KR122,6.616666666666666,44.3,2022-01-01,20:20:00,2022-01-02,02:57:00,20,2,January,Saturday,397.0,Weekend,5
CH5,KR_U603,KR123,7.866666666666666,53.5,2022-01-29,21:36:00,2022-01-30,05:28:00,21,5,January,Saturday,472.0,Weekend,5
CH5,KR_U603,KR124,5.816666666666666,38.4,2021-12-09,22:09:00,2021-12-10,03:58:00,22,3,December,Thursday,349.0,Weekday,5
CH5,KR_U603,KR125,8.466666666666667,57.5,2021-12-14,21:24:00,2021-12-15,05:52:00,21,5,December,Tuesday,508.0,Weekday,5
CH5,KR_U603,KR126,4.083333333333333,28.7,2021-11-19,16:20:00,2021-11-19,20:25:00,16,20,November,Friday,244.99999999999997,Weekday,5
CH5,KR_U603,KR127,3.716666666666667,25.6,2021-11-19,21:23:00,2021-11-20,01:06:00,21,1,November,Friday,223.0,Weekday,5
CH5,KR_U603,KR128,7.983333333333333,54.0,2021-11-24,23:53:00,2021-11-25,07:52:00,23,7,November,Wednesday,479.0,Weekday,5
CH13,KR_U13,KR129,5.883333333333334,40.1,2022-06-07,19:10:00,2022-06-08,01:03:00,19,1,June,Tuesday,353.0,Weekday,6
CH13,KR_U13,KR130,4.45,30.1,2022-01-05,03:10:00,2022-01-05,07:37:00,3,7,January,Wednesday,267.0,Weekday,6
CH13,KR_U31,KR131,0.5166666666666667,1.89,2022-09-07,12:47:00,2022-09-07,13:18:00,12,13,September,Wednesday,31.000000000000004,Weekday,7
CH13,KR_U31,KR132,1.4166666666666667,4.6,2022-09-23,20:19:00,2022-09-23,21:44:00,20,21,September,Friday,85.0,Weekday,7
CH13,KR_U31,KR133,1.7666666666666666,6.5,2022-07-03,12:03:00,2022-07-03,13:49:00,12,13,July,Sunday,106.0,Weekend,7
CH13,KR_U31,KR134,0.9166666666666666,3.3,2022-07-13,14:46:00,2022-07-13,15:41:00,14,15,July,Wednesday,55.0,Weekday,7
CH13,KR_U31,KR135,2.3,8.3,2022-07-13,16:12:00,2022-07-13,18:30:00,16,18,July,Wednesday,138.0,Weekday,7
CH13,KR_U31,KR136,1.7166666666666666,6.29,2022-06-16,13:53:00,2022-06-16,15:36:00,13,15,June,Thursday,103.0,Weekday,7
CH13,KR_U31,KR137,1.0,3.6,2022-06-16,16:16:00,2022-06-16,17:16:00,16,17,June,Thursday,60.0,Weekday,7
CH13,KR_U31,KR138,1.05,3.2,2022-06-17,07:01:00,2022-06-17,08:04:00,7,8,June,Friday,63.0,Weekday,7
CH13,KR_U31,KR139,1.6333333333333333,5.9,2022-06-17,13:54:00,2022-06-17,15:32:00,13,15,June,Friday,98.0,Weekday,7
CH13,KR_U31,KR140,2.2333333333333334,8.2,2022-05-20,16:50:00,2022-05-20,19:04:00,16,19,May,Friday,134.0,Weekday,7
CH13,KR_U31,KR141,2.6333333333333333,9.0,2022-05-25,16:06:00,2022-05-25,18:44:00,16,18,May,Wednesday,158.0,Weekday,7
CH13,KR_U31,KR142,2.15,7.1,2022-04-04,11:29:00,2022-04-04,13:38:00,11,13,April,Monday,129.0,Weekday,7
CH13,KR_U31,KR143,3.05,10.6,2022-04-07,11:12:00,2022-04-07,14:15:00,11,14,April,Thursday,183.0,Weekday,7
CH13,KR_U31,KR144,2.4166666666666665,8.4,2022-04-08,16:37:00,2022-04-08,19:02:00,16,19,April,Friday,145.0,Weekday,7
CH13,KR_U31,KR145,2.6666666666666665,9.3,2022-04-17,13:47:00,2022-04-17,16:27:00,13,16,April,Sunday,160.0,Weekend,7
CH13,KR_U31,KR146,1.75,6.2,2022-04-19,14:34:00,2022-04-19,16:19:00,14,16,April,Tuesday,105.0,Weekday,7
CH13,KR_U31,KR147,1.8833333333333333,6.9,2022-04-25,17:38:00,2022-04-25,19:31:00,17,19,April,Monday,113.0,Weekday,7
CH13,KR_U31,KR148,1.8,6.6,2022-04-27,10:07:00,2022-04-27,11:55:00,10,11,April,Wednesday,108.0,Weekday,7
CH13,KR_U31,KR149,1.8666666666666667,6.2,2022-03-07,15:49:00,2022-03-07,17:41:00,15,17,March,Monday,112.0,Weekday,7
CH13,KR_U31,KR150,1.8,5.79,2022-03-09,08:57:00,2022-03-09,10:45:00,8,10,March,Wednesday,108.0,Weekday,7
CH13,KR_U31,KR151,1.0666666666666667,3.4,2022-03-11,19:15:00,2022-03-11,20:19:00,19,20,March,Friday,64.0,Weekday,7
CH13,KR_U31,KR152,1.7833333333333334,6.5,2022-03-22,20:53:00,2022-03-22,22:40:00,20,22,March,Tuesday,107.0,Weekday,7
CH13,KR_U31,KR153,2.7333333333333334,9.2,2022-03-24,17:32:00,2022-03-24,20:16:00,17,20,March,Thursday,164.0,Weekday,7
CH13,KR_U31,KR154,3.033333333333333,10.4,2022-03-27,17:49:00,2022-03-27,20:51:00,17,20,March,Sunday,182.0,Weekend,7
CH13,KR_U31,KR155,1.0833333333333333,3.9,2022-03-29,15:05:00,2022-03-29,16:10:00,15,16,March,Tuesday,65.0,Weekday,7
CH13,KR_U31,KR156,1.7666666666666666,5.6,2022-02-08,09:10:00,2022-02-08,10:56:00,9,10,February,Tuesday,106.0,Weekday,7
CH13,KR_U31,KR157,2.2,7.2,2022-02-11,17:44:00,2022-02-11,19:56:00,17,19,February,Friday,132.0,Weekday,7
CH13,KR_U31,KR158,2.9166666666666665,10.4,2022-01-14,15:49:00,2022-01-14,18:44:00,15,18,January,Friday,175.0,Weekday,7
CH13,KR_U31,KR159,1.4166666666666667,5.1,2022-01-22,12:34:00,2022-01-22,13:59:00,12,13,January,Saturday,85.0,Weekend,7
CH13,KR_U31,KR160,2.15,7.7,2021-12-17,18:54:00,2021-12-17,21:03:00,18,21,December,Friday,129.0,Weekday,7
CH13,KR_U31,KR161,1.1333333333333333,4.1,2021-12-22,10:08:00,2021-12-22,11:16:00,10,11,December,Wednesday,68.0,Weekday,7
CH13,KR_U31,KR162,2.6666666666666665,9.1,2021-12-24,12:59:00,2021-12-24,15:39:00,12,15,December,Friday,160.0,Weekday,7
CH13,KR_U42,KR163,1.7666666666666666,12.0,2022-09-16,18:04:00,2022-09-16,19:50:00,18,19,September,Friday,106.0,Weekday,8
CH13,KR_U42,KR164,1.9166666666666667,13.6,2022-08-14,09:59:00,2022-08-14,11:54:00,9,11,August,Sunday,115.0,Weekend,8
CH13,KR_U42,KR165,2.25,16.0,2022-08-13,11:51:00,2022-08-13,14:06:00,11,14,August,Saturday,135.0,Weekend,8
CH13,KR_U42,KR166,2.966666666666667,21.2,2022-08-12,10:45:00,2022-08-12,13:43:00,10,13,August,Friday,178.0,Weekday,8
CH13,KR_U42,KR167,0.9833333333333333,6.89,2022-08-08,16:45:00,2022-08-08,17:44:00,16,17,August,Monday,59.0,Weekday,8
CH13,KR_U42,KR168,0.8166666666666667,5.8,2022-08-08,10:00:00,2022-08-08,10:49:00,10,10,August,Monday,49.0,Weekday,8
CH13,KR_U42,KR169,1.05,1.8,2022-08-20,11:16:00,2022-08-20,12:19:00,11,12,August,Saturday,63.0,Weekend,8
CH13,KR_U42,KR170,0.2833333333333333,1.9,2022-08-20,10:50:00,2022-08-20,11:07:00,10,11,August,Saturday,17.0,Weekend,8
CH13,KR_U42,KR171,2.6,14.3,2022-06-15,20:57:00,2022-06-15,23:33:00,20,23,June,Wednesday,156.0,Weekday,8
CH13,KR_U42,KR172,0.8833333333333333,6.4,2022-05-19,20:55:00,2022-05-19,21:48:00,20,21,May,Thursday,53.0,Weekday,8
CH13,KR_U42,KR173,1.8666666666666667,13.2,2022-04-03,16:13:00,2022-04-03,18:05:00,16,18,April,Sunday,112.0,Weekend,8
CH13,KR_U42,KR174,1.3333333333333333,9.6,2022-04-16,14:45:00,2022-04-16,16:05:00,14,16,April,Saturday,80.0,Weekend,8
CH13,KR_U64,KR175,1.3,8.8,2022-09-19,17:19:00,2022-09-19,18:37:00,17,18,September,Monday,78.0,Weekday,9
CH13,KR_U64,KR176,1.8333333333333333,11.9,2022-08-14,12:10:00,2022-08-14,14:00:00,12,14,August,Sunday,110.0,Weekend,9
CH13,KR_U64,KR177,0.6833333333333333,4.6,2022-08-09,16:28:00,2022-08-09,17:09:00,16,17,August,Tuesday,41.0,Weekday,9
CH13,KR_U64,KR178,0.7166666666666667,4.8,2022-08-28,10:47:00,2022-08-28,11:30:00,10,11,August,Sunday,43.0,Weekend,9
CH13,KR_U64,KR179,1.3833333333333333,9.4,2022-08-27,15:59:00,2022-08-27,17:22:00,15,17,August,Saturday,83.0,Weekend,9
CH13,KR_U64,KR180,1.6333333333333333,10.7,2022-07-01,17:28:00,2022-07-01,19:06:00,17,19,July,Friday,98.0,Weekday,9
CH13,KR_U64,KR181,2.3333333333333335,15.3,2022-07-05,17:17:00,2022-07-05,19:37:00,17,19,July,Tuesday,140.0,Weekday,9
CH13,KR_U64,KR182,2.35,15.2,2022-07-08,17:03:00,2022-07-08,19:24:00,17,19,July,Friday,141.0,Weekday,9
CH13,KR_U64,KR183,2.8333333333333335,18.9,2022-07-14,07:15:00,2022-07-14,10:05:00,7,10,July,Thursday,170.0,Weekday,9
CH13,KR_U64,KR184,1.15,7.79,2022-07-27,16:12:00,2022-07-27,17:21:00,16,17,July,Wednesday,69.0,Weekday,9
CH13,KR_U64,KR185,3.3833333333333333,23.2,2022-06-14,17:15:00,2022-06-14,20:38:00,17,20,June,Tuesday,203.0,Weekday,9
CH13,KR_U64,KR186,0.9,6.0,2021-10-02,04:48:00,2021-10-02,05:42:00,4,5,October,Saturday,54.0,Weekend,9
CH13,KR_U64,KR187,1.2833333333333334,8.6,2021-10-04,04:09:00,2021-10-04,05:26:00,4,5,October,Monday,77.0,Weekday,9
CH13,KR_U64,KR188,0.6833333333333333,4.7,2021-10-07,07:55:00,2021-10-07,08:36:00,7,8,October,Thursday,41.0,Weekday,9
CH13,KR_U64,KR189,1.55,10.29,2021-10-12,08:01:00,2021-10-12,09:34:00,8,9,October,Tuesday,93.0,Weekday,9
