user_id,source_user_id,day_type,bin,calendar_date,arrival_hour,duration_h,gap_h,tau_eff_h,energy_kwh
sim_user_01,ASK_Plass23,Weekend,9,2026-03-08,16.9452,19.9053,0.8322,20.7374,2.5662
sim_user_01,ASK_Plass23,Weekend,11,2026-03-08,21.7935,12.3353,2.0522,14.3875,6.0229
sim_user_01,ASK_Plass23,Weekday,10,2026-03-11,19.3842,17.1636,71.7346,88.8983,4.0986
sim_user_01,ASK_Plass23,Weekend,7,2026-03-14,16.8271,3.1154,16.6444,19.7599,2.8659
sim_user_01,ASK_Plass23,Weekday,11,2026-03-16,21.4055,11.8918,74.3783,86.2701,3.6212
sim_user_01,ASK_Plass23,Weekday,6,2026-03-17,21.2899,8.2411,5.9209,14.162,7.0362
sim_user_01,ASK_Plass23,Weekday,9,2026-03-18,16.5204,18.6053,8.3657,26.971,1.9656
sim_user_01,ASK_Plass23,Weekday,9,2026-03-19,16.9997,1.05,12.9178,13.9678,5.5045
sim_user_01,ASK_Plass23,Weekday,11,2026-03-20,20.3506,15.0886,11.936,27.0246,3.9022
sim_user_01,ASK_Plass23,Weekend,12,2026-03-22,16.5929,16.5871,46.5943,63.1814,4.7472
sim_user_01,ASK_Plass23,Weekday,8,2026-03-23,14.9716,0.3761,2.4675,2.8436,5.3734
sim_user_01,ASK_Plass23,Weekday,9,2026-03-23,17.595,14.7187,3.0231,17.7418,6.2924
sim_user_01,ASK_Plass23,Weekday,11,2026-03-23,21.4443,8.7068,9.8318,18.5386,3.3997
sim_user_01,ASK_Plass23,Weekday,8,2026-03-25,15.169,6.3157,0.3962,6.7118,7.7434
sim_user_01,ASK_Plass23,Weekday,10,2026-03-25,18.3152,13.7635,17.0508,30.8144,5.7326
sim_user_01,ASK_Plass23,Weekday,10,2026-03-26,19.2446,12.2093,9.2604,21.4697,3.6039
sim_user_01,ASK_Plass23,Weekday,9,2026-03-27,16.1345,17.296,16.708,34.004,4.3398
sim_user_01,ASK_Plass23,Weekend,9,2026-03-28,16.7218,0.5872,15.3909,15.9782,12.7253
sim_user_01,ASK_Plass23,Weekend,11,2026-03-28,20.7087,12.0449,0.1053,12.1502,8.207
sim_user_01,ASK_Plass23,Weekday,11,2026-03-30,20.3591,12.0581,13.0142,25.0723,3.8863
sim_user_02,TRO_Plass52,Weekday,6,2026-01-01,10.1419,3.9466,0.5567,4.5033,17.5931
sim_user_02,TRO_Plass52,Weekend,4,2026-01-03,16.9061,4.5162,14.266,18.7822,8.0158
sim_user_02,TRO_Plass52,Weekday,11,2026-01-05,20.5712,19.3974,31.8324,51.2298,3.417
sim_user_02,TRO_Plass52,Weekday,11,2026-01-13,20.882,11.8054,129.7065,141.5119,9.9238
sim_user_02,TRO_Plass52,Weekday,9,2026-01-16,20.9252,2.8208,73.9497,76.7705,7.1933
sim_user_02,TRO_Plass52,Weekday,11,2026-01-20,21.7279,10.857,49.7752,60.6322,7.6673
sim_user_02,TRO_Plass52,Weekend,6,2026-01-25,4.0275,1.3987,169.4395,170.8382,4.4158
sim_user_02,TRO_Plass52,Weekday,11,2026-01-28,20.2311,15.7624,114.5516,130.3139,12.4372
sim_user_02,TRO_Plass52,Weekday,10,2026-01-30,18.3134,13.3197,48.3561,61.6758,8.4617
sim_user_02,TRO_Plass52,Weekday,11,2026-02-03,20.363,0.5708,3.0235,3.5943,2.5047
sim_user_02,TRO_Plass52,Weekday,11,2026-02-03,21.0714,10.8408,17.423,28.2638,5.316
sim_user_02,TRO_Plass52,Weekday,10,2026-02-06,19.2068,15.3938,55.7925,71.1862,11.5218
sim_user_02,TRO_Plass52,Weekday,7,2026-02-09,8.1027,12.8726,23.6638,36.5365,10.7694
sim_user_02,TRO_Plass52,Weekday,11,2026-02-12,21.1702,12.8372,60.1794,73.0166,6.4792
sim_user_02,TRO_Plass52,Weekday,9,2026-02-18,13.1098,12.0464,85.612,97.6584,23.2248
sim_user_02,TRO_Plass52,Weekday,12,2026-02-25,18.4408,13.239,96.8127,110.0517,8.7741
sim_user_02,TRO_Plass52,Weekday,11,2026-02-27,20.8608,11.8071,30.6215,42.4285,2.4947
sim_user_02,TRO_Plass52,Weekday,6,2026-03-02,19.6786,13.9997,10.996,24.9957,10.1007
sim_user_02,TRO_Plass52,Weekday,8,2026-03-04,14.6607,0.8297,46.7414,47.571,4.0933
sim_user_02,TRO_Plass52,Weekday,7,2026-03-05,22.2942,5.0544,17.3181,22.3725,9.2996
sim_user_02,TRO_Plass52,Weekday,8,2026-03-09,12.5233,2.4986,4.1646,6.6632,5.0466
sim_user_02,TRO_Plass52,Weekday,7,2026-03-09,20.5071,14.3983,42.3092,56.7076,18.5749
sim_user_02,TRO_Plass52,Weekday,11,2026-03-11,20.7966,10.557,22.8136,33.3707,20.1193
sim_user_02,TRO_Plass52,Weekday,11,2026-03-13,21.6794,11.3165,35.0932,46.4096,14.9973
sim_user_02,TRO_Plass52,Weekend,12,2026-03-14,19.5754,35.6479,266.1502,301.798,12.2146
sim_user_02,TRO_Plass52,Weekday,10,2026-03-23,19.7796,12.2549,139.5057,151.7606,7.017
sim_user_02,TRO_Plass52,Weekday,7,2026-03-25,19.6384,11.8843,30.2473,42.1316,22.5488
sim_user_02,TRO_Plass52,Weekday,11,2026-03-27,21.0558,11.6055,44.8602,56.4658,1.2705
sim_user_03,OSL_S_KT76,Weekday,11,2026-01-02,21.1134,5.6765,26.1586,31.8351,4.689
sim_user_03,OSL_S_KT76,Weekday,9,2026-01-05,16.5739,12.6659,21.1377,33.8036,6.8959
sim_user_03,OSL_S_KT76,Weekend,10,2026-01-10,18.8099,2.5517,54.0668,56.6185,8.2283
sim_user_03,OSL_S_KT76,Weekday,9,2026-01-12,16.754,12.5309,105.8268,118.3577,7.264
sim_user_03,OSL_S_KT76,Weekday,9,2026-01-14,16.1352,13.7275,39.0838,52.8113,5.1572
sim_user_03,OSL_S_KT76,Weekend,5,2026-01-17,17.1173,8.4856,47.2687,55.7542,4.3768
sim_user_03,OSL_S_KT76,Weekday,9,2026-01-21,17.4018,12.505,94.3777,106.8827,6.8399
sim_user_03,OSL_S_KT76,Weekend,10,2026-01-24,12.6802,0.7502,53.7511,54.5013,4.7814
sim_user_03,OSL_S_KT76,Weekend,11,2026-01-25,10.7648,4.1512,8.5616,12.7128,7.1156
sim_user_03,OSL_S_KT76,Weekend,6,2026-01-25,12.3655,0.8663,1.2428,2.1091,10.8132
sim_user_03,OSL_S_KT76,Weekday,8,2026-01-26,15.5994,1.0196,5.0594,6.079,1.729
sim_user_03,OSL_S_KT76,Weekday,11,2026-01-26,21.1562,6.9017,66.9333,73.835,8.3441
sim_user_03,OSL_S_KT76,Weekday,10,2026-01-29,18.2477,12.3643,54.4519,66.8162,16.9746
sim_user_03,OSL_S_KT76,Weekday,9,2026-01-30,17.0443,12.4343,5.147,17.5812,8.8477
sim_user_03,OSL_S_KT76,Weekend,10,2026-01-31,12.4744,2.0504,19.8926,21.943,7.1767
sim_user_03,OSL_S_KT76,Weekend,5,2026-02-01,17.1741,7.4372,28.2547,35.6919,5.1607
sim_user_03,OSL_S_KT76,Weekday,11,2026-02-04,21.3442,6.2681,85.3685,91.6366,6.9403
sim_user_03,OSL_S_KT76,Weekday,8,2026-02-05,15.481,1.6348,15.3936,17.0284,5.6909
sim_user_03,OSL_S_KT76,Weekend,8,2026-02-07,20.02,3.3503,8.891,12.2413,5.2567
sim_user_03,OSL_S_KT76,Weekday,9,2026-02-18,16.4772,13.0818,187.007,200.0888,7.1245
sim_user_03,OSL_S_KT76,Weekday,10,2026-02-19,18.2515,41.2396,5.8854,47.125,6.1241
sim_user_03,OSL_S_KT76,Weekday,9,2026-02-20,16.3197,2.567,8.7409,11.3079,6.5195
sim_user_03,OSL_S_KT76,Weekday,8,2026-02-24,15.3151,15.6224,1.801,17.4234,5.4856
sim_user_03,OSL_S_KT76,Weekday,9,2026-02-24,16.5313,12.2175,29.3933,41.6109,40.818
sim_user_03,OSL_S_KT76,Weekend,9,2026-03-01,16.8955,14.0519,146.779,160.8309,5.8557
sim_user_03,OSL_S_KT76,Weekday,10,2026-03-17,18.5443,10.5178,330.2476,340.7654,30.1506
sim_user_03,OSL_S_KT76,Weekday,10,2026-03-20,19.0016,12.9169,75.5407,88.4576,6.5063
sim_user_03,OSL_S_KT76,Weekday,10,2026-03-26,19.442,12.4694,83.9992,96.4686,36.4136
sim_user_04,OSL_S_KT138,Weekday,9,2026-01-07,4.0186,4.054,103.2421,107.2961,6.1608
sim_user_04,OSL_S_KT138,Weekend,3,2026-01-10,4.0824,66.6873,3.3336,70.021,12.3383
sim_user_04,OSL_S_KT138,Weekday,10,2026-01-12,18.4431,7.2975,57.7881,65.0856,27.5162
sim_user_04,OSL_S_KT138,Weekday,11,2026-01-13,20.5842,6.4459,27.5581,34.004,4.4922
sim_user_04,OSL_S_KT138,Weekday,11,2026-01-14,20.9391,14.4027,15.3333,29.736,5.3842
sim_user_04,OSL_S_KT138,Weekday,1,2026-01-16,18.8822,28.1263,11.6554,39.7817,26.0049
sim_user_04,OSL_S_KT138,Weekend,10,2026-01-18,19.0311,29.947,39.6512,69.5982,9.123
sim_user_04,OSL_S_KT138,Weekday,11,2026-01-21,21.5197,12.3465,59.4189,71.7654,20.7912
sim_user_04,OSL_S_KT138,Weekend,3,2026-01-24,4.3472,13.5385,9.4909,23.0294,11.6096
sim_user_04,OSL_S_KT138,Weekend,3,2026-01-25,5.3252,18.3692,3.3606,21.7299,15.1406
sim_user_04,OSL_S_KT138,Weekday,10,2026-01-28,5.7202,24.8243,99.6775,124.5019,13.0907
sim_user_04,OSL_S_KT138,Weekday,2,2026-01-29,20.753,9.2411,18.2404,27.4815,5.7999
sim_user_04,OSL_S_KT138,Weekday,11,2026-01-30,20.7033,1.7972,4.8908,6.688,9.5925
sim_user_04,OSL_S_KT138,Weekend,11,2026-01-31,4.6498,13.5361,1.655,15.1911,3.9016
sim_user_04,OSL_S_KT138,Weekend,2,2026-02-01,21.531,15.0339,3.1603,18.1941,23.9909
sim_user_04,OSL_S_KT138,Weekday,10,2026-02-03,2.1866,36.4987,17.1329,53.6317,8.9154
sim_user_04,OSL_S_KT138,Weekday,9,2026-02-04,16.3808,18.5698,9.2667,27.8364,5.4085
sim_user_04,OSL_S_KT138,Weekend,3,2026-02-07,4.4861,19.259,14.9749,34.2339,13.6807
sim_user_04,OSL_S_KT138,Weekday,8,2026-02-10,20.3457,29.8884,64.5296,94.418,11.5801
sim_user_04,OSL_S_KT138,Weekday,3,2026-02-11,20.1626,34.3459,1.791,36.1369,4.156
sim_user_04,OSL_S_KT138,Weekend,3,2026-02-14,4.319,37.1255,8.9421,46.0676,11.6013
sim_user_04,OSL_S_KT138,Weekend,3,2026-02-15,5.1151,14.0244,8.2627,22.2872,10.0437
sim_user_04,OSL_S_KT138,Weekday,11,2026-02-17,20.7008,26.813,50.9126,77.7257,7.716
sim_user_04,OSL_S_KT138,Weekday,10,2026-02-18,16.888,19.8689,14.9904,34.8593,11.6968
sim_user_04,OSL_S_KT138,Weekday,11,2026-02-19,20.8784,17.5052,6.9315,24.4367,8.9027
sim_user_04,OSL_S_KT138,Weekday,11,2026-02-20,20.5451,3.1555,16.5076,19.6631,6.377
sim_user_04,OSL_S_KT138,Weekend,3,2026-02-21,4.1445,16.9609,9.9675,26.9284,7.4731
sim_user_04,OSL_S_KT138,Weekend,8,2026-02-22,4.466,23.1983,8.769,31.9673,9.9319
sim_user_04,OSL_S_KT138,Weekday,10,2026-02-25,23.1142,22.9629,50.6194,73.5822,10.0205
sim_user_04,OSL_S_KT138,Weekday,2,2026-02-26,21.1765,10.2045,7.7141,17.9186,4.7046
sim_user_04,OSL_S_KT138,Weekend,3,2026-02-28,5.1733,17.8234,8.0985,25.9219,10.4516
sim_user_04,OSL_S_KT138,Weekday,11,2026-03-02,20.1107,34.7526,18.1854,52.9379,8.1889
sim_user_04,OSL_S_KT138,Weekday,1,2026-03-04,2.9493,0.9627,43.4289,44.3917,10.6538
sim_user_04,OSL_S_KT138,Weekday,1,2026-03-05,18.5175,15.168,10.5673,25.7353,7.4862
sim_user_04,OSL_S_KT138,Weekend,11,2026-03-07,3.5999,8.4554,30.207,38.6624,9.8598
sim_user_04,OSL_S_KT138,Weekend,2,2026-03-08,20.511,27.5948,3.7187,31.3135,11.6107
sim_user_04,OSL_S_KT138,Weekday,11,2026-03-09,21.5959,14.2518,31.4018,45.6537,7.6275
sim_user_04,OSL_S_KT138,Weekday,8,2026-03-12,1.4558,26.2015,49.9453,76.1468,9.2957
sim_user_04,OSL_S_KT138,Weekend,8,2026-03-14,4.5556,15.2311,11.5412,26.7723,7.1876
sim_user_04,OSL_S_KT138,Weekday,11,2026-03-23,20.1378,18.4736,157.8823,176.3559,11.3938
sim_user_04,OSL_S_KT138,Weekday,11,2026-03-27,20.8749,22.1411,63.3551,85.4962,6.4716
sim_user_04,OSL_S_KT138,Weekend,3,2026-03-28,4.0531,70.0467,8.8702,78.9169,7.5177
sim_user_04,OSL_S_KT138,Weekend,3,2026-03-29,3.9626,11.9899,7.6104,19.6003,10.7251
sim_user_04,OSL_S_KT138,Weekday,1,2026-03-30,23.8943,1.9676,36.4275,38.3952,4.3358
sim_user_05,OSL_S_KT65,Weekday,12,2026-01-02,22.162,22.8109,2.238,25.0489,0.6523
sim_user_05,OSL_S_KT65,Weekend,8,2026-01-03,10.504,2.5742,0.8826,3.4568,4.111
sim_user_05,OSL_S_KT65,Weekend,7,2026-01-03,15.0634,0.1321,1.5019,1.634,7.1649
sim_user_05,OSL_S_KT65,Weekend,10,2026-01-03,15.9117,3.0362,4.143,7.1791,1.7403
sim_user_05,OSL_S_KT65,Weekend,1,2026-01-03,23.3869,2.1508,3.7178,5.8686,9.1814
sim_user_05,OSL_S_KT65,Weekend,2,2026-01-04,0.817,7.7152,1.6131,9.3283,2.9305
sim_user_05,OSL_S_KT65,Weekend,11,2026-01-04,18.8097,3.9368,2.7963,6.7331,5.3477
sim_user_05,OSL_S_KT65,Weekend,7,2026-01-04,22.2798,1.5622,3.3474,4.9096,4.7537
sim_user_05,OSL_S_KT65,Weekday,1,2026-01-05,16.1182,20.2885,3.8404,24.1289,3.623
sim_user_05,OSL_S_KT65,Weekday,6,2026-01-05,20.0889,19.4398,1.4278,20.8676,12.5545
sim_user_05,OSL_S_KT65,Weekday,8,2026-01-06,14.1876,5.3903,3.3432,8.7335,7.1714
sim_user_05,OSL_S_KT65,Weekday,8,2026-01-07,14.1326,1.0427,3.1287,4.1714,3.3634
sim_user_05,OSL_S_KT65,Weekday,12,2026-01-07,22.158,13.4737,12.806,26.2797,10.213
sim_user_05,OSL_S_KT65,Weekday,10,2026-01-08,19.3771,1.1169,12.3274,13.4443,8.5397
sim_user_05,OSL_S_KT65,Weekday,12,2026-01-08,22.33,15.109,1.0918,16.2008,4.6181
sim_user_05,OSL_S_KT65,Weekend,8,2026-01-10,8.4211,11.338,10.9649,22.3029,3.8616
sim_user_05,OSL_S_KT65,Weekend,2,2026-01-11,11.0567,14.4505,1.9544,16.4049,12.5036
sim_user_05,OSL_S_KT65,Weekday,11,2026-01-12,21.2756,24.6884,21.6609,46.3493,2.9124
sim_user_05,OSL_S_KT65,Weekday,10,2026-01-13,18.4228,2.7784,11.5083,14.2867,7.0501
sim_user_05,OSL_S_KT65,Weekday,8,2026-01-14,14.1754,2.4169,26.7564,29.1733,1.1232
sim_user_05,OSL_S_KT65,Weekday,12,2026-01-15,22.2278,20.4327,2.2904,22.7231,16.005
sim_user_05,OSL_S_KT65,Weekday,7,2026-01-19,13.2766,23.5297,16.3677,39.8973,5.2754
sim_user_05,OSL_S_KT65,Weekday,10,2026-01-20,18.5521,16.961,14.2936,31.2546,3.9462
sim_user_05,OSL_S_KT65,Weekday,12,2026-01-20,23.0563,2.2055,8.6821,10.8876,12.9184
sim_user_05,OSL_S_KT65,Weekday,8,2026-01-21,14.1449,2.7808,8.7484,11.5292,7.547
sim_user_05,OSL_S_KT65,Weekday,9,2026-01-21,16.9985,2.9049,9.6964,12.6013,6.0006
sim_user_05,OSL_S_KT65,Weekday,1,2026-01-22,18.4899,18.1297,1.5649,19.6946,15.5932
sim_user_05,OSL_S_KT65,Weekday,8,2026-01-23,15.4905,1.2102,2.9994,4.2096,2.5038
sim_user_05,OSL_S_KT65,Weekday,10,2026-01-23,18.9131,17.8951,1.0033,18.8984,17.6911
sim_user_05,OSL_S_KT65,Weekend,11,2026-01-24,22.0176,25.2766,54.5364,79.813,8.6861
sim_user_05,OSL_S_KT65,Weekend,1,2026-01-25,1.3991,3.4322,3.2099,6.6421,5.2444
sim_user_05,OSL_S_KT65,Weekend,10,2026-01-25,3.9674,8.1315,3.2176,11.3491,13.0724
sim_user_05,OSL_S_KT65,Weekend,8,2026-01-25,13.9171,13.6918,2.0559,15.7477,4.6686
sim_user_05,OSL_S_KT65,Weekday,11,2026-01-26,20.1626,17.5654,2.7884,20.3538,3.8404
sim_user_05,OSL_S_KT65,Weekday,11,2026-01-26,21.0257,2.6531,4.7188,7.3719,2.6991
sim_user_05,OSL_S_KT65,Weekday,2,2026-01-27,0.0191,2.0438,2.4776,4.5214,4.8074
sim_user_05,OSL_S_KT65,Weekday,8,2026-01-27,14.7436,3.1058,1.8789,4.9847,4.8675
sim_user_05,OSL_S_KT65,Weekday,9,2026-01-27,16.3263,0.0552,0.7369,0.7921,4.0251
sim_user_05,OSL_S_KT65,Weekday,12,2026-01-27,22.9682,3.327,2.6293,5.9563,3.0714
sim_user_05,OSL_S_KT65,Weekday,10,2026-01-28,18.5003,25.0985,7.5468,32.6452,5.7057
sim_user_05,OSL_S_KT65,Weekday,12,2026-01-29,23.0529,12.3274,13.2646,25.592,0.806
sim_user_05,OSL_S_KT65,Weekend,1,2026-01-31,13.6394,10.8097,8.6109,19.4206,7.3037
sim_user_05,OSL_S_KT65,Weekend,11,2026-02-01,9.2624,1.4021,3.5394,4.9414,2.9424
sim_user_05,OSL_S_KT65,Weekend,9,2026-02-01,13.8838,7.3722,9.0767,16.4489,12.7159
sim_user_05,OSL_S_KT65,Weekday,7,2026-02-02,13.1531,3.2126,29.1489,32.3615,6.3614
sim_user_05,OSL_S_KT65,Weekday,5,2026-02-02,15.8984,0.1805,1.9538,2.1343,3.7603
sim_user_05,OSL_S_KT65,Weekday,10,2026-02-02,19.1832,3.2754,0.3544,3.6298,5.0164
sim_user_05,OSL_S_KT65,Weekday,11,2026-02-02,20.3613,3.3023,4.6261,7.9285,10.6213
sim_user_05,OSL_S_KT65,Weekday,2,2026-02-04,20.7128,19.5689,8.4996,28.0686,6.4631
sim_user_05,OSL_S_KT65,Weekday,12,2026-02-04,23.4348,11.0341,3.9778,15.0119,11.4128
sim_user_05,OSL_S_KT65,Weekday,8,2026-02-05,15.2388,3.5641,5.0615,8.6257,6.7883
sim_user_05,OSL_S_KT65,Weekday,11,2026-02-05,21.2864,18.9519,3.1635,22.1154,9.9116
sim_user_05,OSL_S_KT65,Weekday,11,2026-02-06,21.8218,13.9189,5.1064,19.0253,16.1243
sim_user_05,OSL_S_KT65,Weekend,12,2026-02-08,0.5759,1.7086,0.6318,2.3404,2.3044
sim_user_05,OSL_S_KT65,Weekend,1,2026-02-08,19.6424,50.3362,1.1346,51.4709,7.4089
sim_user_05,OSL_S_KT65,Weekday,6,2026-02-09,20.4888,0.551,10.7657,11.3167,4.1092
sim_user_05,OSL_S_KT65,Weekday,6,2026-02-09,22.0669,16.6075,0.8769,17.4844,15.6077
sim_user_05,OSL_S_KT65,Weekday,8,2026-02-10,14.086,4.4443,0.283,4.7274,2.1162
sim_user_05,OSL_S_KT65,Weekday,8,2026-02-10,14.3253,2.988,3.9207,6.9086,2.8907
sim_user_05,OSL_S_KT65,Weekday,12,2026-02-10,22.4823,11.0529,2.227,13.2799,11.375
sim_user_05,OSL_S_KT65,Weekday,5,2026-02-11,15.9076,15.7385,1.5512,17.2896,5.7878
sim_user_05,OSL_S_KT65,Weekday,10,2026-02-12,18.9454,2.7415,27.4382,30.1797,3.066
sim_user_05,OSL_S_KT65,Weekday,11,2026-02-13,20.8318,19.2367,1.2493,20.486,2.9978
sim_user_05,OSL_S_KT65,Weekend,9,2026-02-14,2.4829,3.5717,0.3911,3.9628,7.0294
sim_user_05,OSL_S_KT65,Weekend,10,2026-02-14,6.0779,1.7784,13.5857,15.3641,6.0419
sim_user_05,OSL_S_KT65,Weekend,12,2026-02-15,0.0772,0.6503,2.2553,2.9055,1.9541
sim_user_05,OSL_S_KT65,Weekend,3,2026-02-15,0.5016,9.9197,2.4602,12.3798,8.8794
sim_user_05,OSL_S_KT65,Weekday,9,2026-02-16,17.3132,1.2824,5.7936,7.0761,6.8205
sim_user_05,OSL_S_KT65,Weekday,10,2026-02-16,18.6526,0.2543,1.776,2.0304,7.9704
sim_user_05,OSL_S_KT65,Weekday,12,2026-02-16,23.151,2.7488,2.9511,5.7,6.058
sim_user_05,OSL_S_KT65,Weekday,7,2026-02-17,12.8705,22.6457,6.7735,29.4193,2.541
sim_user_05,OSL_S_KT65,Weekday,11,2026-02-18,21.0164,15.0443,7.4515,22.4958,14.3882
sim_user_05,OSL_S_KT65,Weekday,7,2026-02-19,13.5089,1.4523,2.0293,3.4816,6.6259
sim_user_05,OSL_S_KT65,Weekday,12,2026-02-19,23.7863,11.7473,0.6832,12.4305,9.5749
sim_user_05,OSL_S_KT65,Weekday,7,2026-02-20,11.9334,3.0555,3.1027,6.1582,0.649
sim_user_05,OSL_S_KT65,Weekday,10,2026-02-20,19.1323,19.263,14.6935,33.9565,4.9507
sim_user_05,OSL_S_KT65,Weekend,10,2026-02-21,1.5106,19.2355,2.3239,21.5594,11.5432
sim_user_05,OSL_S_KT65,Weekend,12,2026-02-21,18.5809,0.0621,3.9577,4.0198,6.3238
sim_user_05,OSL_S_KT65,Weekday,10,2026-02-23,18.4786,1.7895,2.8739,4.6634,2.6134
sim_user_05,OSL_S_KT65,Weekday,11,2026-02-23,21.1832,2.1288,3.5359,5.6646,7.0556
sim_user_05,OSL_S_KT65,Weekday,12,2026-02-23,22.2991,12.0002,2.3534,14.3536,1.6558
sim_user_05,OSL_S_KT65,Weekday,6,2026-02-24,12.2699,8.6931,14.9737,23.6668,9.5519
sim_user_05,OSL_S_KT65,Weekday,6,2026-02-25,21.3066,7.2093,3.5274,10.7368,10.1408
