user_id,day_type,bin_i,bin_next,D,G_eff,tau_eff,A,E,t_start_i
KR_U98,Weekday,10,10,5.833333333333333,18.533333333333335,24.366666666666667,18.6,40.9,2021-12-31T18:36:00.0
KR_U98,Weekday,10,7,5.716666666666667,61.13333333333333,66.85,18.533333333333335,38.6,2022-01-03T18:32:00.0
KR_U98,Weekday,7,9,4.883333333333334,47.1,51.983333333333334,13.383333333333333,32.4,2022-01-06T13:23:00.0
KR_U98,Weekday,9,10,5.216666666666667,44.53333333333333,49.75,17.366666666666667,34.8,2022-01-10T17:22:00.0
KR_U98,Weekday,10,9,6.516666666666667,86.63333333333334,93.15,19.116666666666667,44.2,2022-01-12T19:07:00.0
KR_U98,Weekday,9,11,6.116666666666666,47.25,53.36666666666667,16.266666666666666,41.3,2022-01-18T16:16:00.0
KR_U98,Weekday,11,10,5.1,136.3,141.4,21.633333333333333,34.0,2022-01-20T21:38:00.0
KR_U98,Weekday,10,8,7.866666666666666,111.2,119.06666666666666,19.033333333333335,54.1,2022-01-28T19:02:00.0
KR_U98,Weekday,8,8,5.183333333333334,19.55,24.733333333333334,15.2,34.8,2022-02-04T15:12:00.0
KR_U98,Weekday,8,10,0.15,2.816666666666667,2.966666666666667,15.933333333333334,1.1,2022-02-07T15:56:00.0
KR_U98,Weekday,10,8,6.566666666666666,134.31666666666666,140.88333333333333,18.9,44.2,2022-02-07T18:54:00.0
KR_U98,Weekday,8,8,6.783333333333333,87.98333333333333,94.76666666666667,15.783333333333333,46.3,2022-02-15T15:47:00.0
KR_U98,Weekday,8,8,4.066666666666666,68.46666666666667,72.53333333333333,14.55,26.8,2022-02-21T14:33:00.0
KR_U98,Weekday,8,10,3.966666666666667,23.483333333333334,27.450000000000003,15.083333333333334,26.2,2022-02-24T15:05:00.0
KR_U98,Weekday,10,8,4.983333333333333,39.55,44.53333333333333,18.533333333333335,33.0,2022-02-25T18:32:00.0
KR_U98,Weekday,8,9,5.15,44.416666666666664,49.56666666666666,15.066666666666666,34.4,2022-03-01T15:04:00.0
KR_U98,Weekday,9,8,7.45,38.833333333333336,46.28333333333334,16.633333333333333,50.5,2022-03-03T16:38:00.0
KR_U98,Weekday,8,10,5.75,46.4,52.15,14.916666666666666,38.6,2022-03-07T14:55:00.0
KR_U98,Weekday,10,9,4.583333333333333,89.78333333333333,94.36666666666666,19.066666666666666,32.4,2022-03-09T19:04:00.0
KR_U98,Weekday,9,9,5.45,162.53333333333333,167.98333333333332,17.433333333333334,38.7,2022-03-15T17:26:00.0
KR_U98,Weekday,9,9,5.233333333333333,66.7,71.93333333333334,17.416666666666668,34.7,2022-03-24T17:25:00.0
KR_U98,Weekday,9,10,6.733333333333333,90.46666666666667,97.2,17.35,47.6,2022-03-29T17:21:00.0
KR_U98,Weekday,10,10,4.366666666666666,92.55,96.91666666666666,18.55,30.9,2022-04-04T18:33:00.0
KR_U98,Weekday,10,9,6.9,41.05,47.949999999999996,19.466666666666665,48.3,2022-04-08T19:28:00.0
KR_U98,Weekday,9,8,6.6,38.6,45.2,17.05,46.7,2022-04-12T17:03:00.0
KR_U98,Weekday,8,9,6.033333333333333,45.233333333333334,51.266666666666666,14.25,40.3,2022-04-14T14:15:00.0
KR_U98,Weekday,9,9,5.45,90.78333333333333,96.23333333333333,17.516666666666666,36.2,2022-04-18T17:31:00.0
KR_U98,Weekday,9,10,6.166666666666667,42.45,48.61666666666667,17.75,43.6,2022-04-22T17:45:00.0
KR_U98,Weekday,10,8,6.266666666666667,135.25,141.51666666666668,18.366666666666667,44.4,2022-04-26T18:22:00.0
KR_U98,Weekday,8,9,5.966666666666667,42.349999999999994,48.31666666666666,15.883333333333333,42.5,2022-05-04T15:53:00.0
KR_U98,Weekday,9,9,5.15,20.266666666666666,25.416666666666664,16.2,36.3,2022-05-06T16:12:00.0
KR_U98,Weekday,9,8,6.016666666666667,62.983333333333334,69.0,17.616666666666667,42.4,2022-05-09T17:37:00.0
KR_U98,Weekday,8,8,5.466666666666667,91.11666666666667,96.58333333333334,14.616666666666667,38.6,2022-05-12T14:37:00.0
KR_U98,Weekday,8,9,6.6,92.16666666666667,98.76666666666667,15.2,46.4,2022-05-18T15:12:00.0
KR_U98,Weekday,9,11,7.333333333333333,66.73333333333333,74.06666666666666,17.966666666666665,51.8,2022-05-24T17:58:00.0
KR_U98,Weekday,11,8,7.8,86.73333333333333,94.53333333333333,20.033333333333335,55.3,2022-05-27T20:02:00.0
KR_U98,Weekday,8,11,5.916666666666667,47.41666666666667,53.333333333333336,14.733333333333333,41.4,2022-06-02T14:44:00.0
KR_U98,Weekday,11,9,5.2,39.3,44.5,20.066666666666666,36.7,2022-06-06T20:04:00.0
KR_U98,Weekday,9,7,5.433333333333334,39.9,45.33333333333333,16.566666666666666,38.3,2022-06-08T16:34:00.0
KR_U98,Weekday,7,10,1.1333333333333333,3.2666666666666666,4.4,13.9,8.0,2022-06-10T13:54:00.0
KR_U98,Weekday,10,8,4.583333333333333,16.466666666666665,21.049999999999997,18.3,32.3,2022-06-10T18:18:00.0
KR_U98,Weekday,8,8,2.75,164.05,166.8,15.35,19.4,2022-06-13T15:21:00.0
KR_U98,Weekday,8,9,10.016666666666667,41.75,51.766666666666666,14.15,26.2,2022-06-22T14:09:00.0
KR_U98,Weekday,9,8,7.016666666666667,15.95,22.966666666666665,17.916666666666668,49.4,2022-06-24T17:55:00.0
KR_U98,Weekday,8,8,5.566666666666666,65.9,71.46666666666667,15.95,38.8,2022-06-27T15:57:00.0
KR_U98,Weekday,8,10,0.6833333333333333,2.05,2.7333333333333334,15.416666666666666,4.8,2022-06-30T15:25:00.0
KR_U98,Weekday,10,10,4.666666666666667,20.6,25.26666666666667,18.15,32.8,2022-06-30T18:09:00.0
KR_U98,Weekday,10,9,7.016666666666667,16.833333333333332,23.849999999999998,19.416666666666668,49.4,2022-07-01T19:25:00.0
KR_U98,Weekday,9,7,10.333333333333334,57.11666666666666,67.44999999999999,16.833333333333332,10.8,2022-07-04T16:50:00.0
KR_U98,Weekday,7,9,5.25,0.016666666666666666,5.266666666666667,12.283333333333333,12.0,2022-07-07T12:17:00.0
KR_U98,Weekday,9,9,9.816666666666666,86.43333333333332,96.24999999999999,17.55,5.6,2022-07-07T17:33:00.0
KR_U98,Weekday,9,7,9.816666666666666,56.916666666666664,66.73333333333333,17.8,5.5,2022-07-13T17:48:00.0
KR_U98,Weekday,7,9,2.4166666666666665,1.4333333333333333,3.8499999999999996,12.533333333333333,17.2,2022-07-18T12:32:00.0
KR_U98,Weekday,9,8,6.633333333333334,64.53333333333333,71.16666666666667,16.383333333333333,46.5,2022-07-18T16:23:00.0
KR_U98,Weekday,8,9,6.05,90.60000000000001,96.65,15.55,42.5,2022-07-21T15:33:00.0
KR_U98,Weekday,9,10,5.5,117.03333333333333,122.53333333333333,16.2,38.7,2022-07-27T16:12:00.0
KR_U98,Weekday,10,12,10.433333333333334,41.11666666666667,51.55,18.733333333333334,20.7,2022-08-03T18:44:00.0
KR_U98,Weekday,12,10,4.6,18.033333333333335,22.633333333333333,22.283333333333335,32.5,2022-08-05T22:17:00.0
KR_U98,Weekday,10,8,6.866666666666666,61.8,68.66666666666666,18.033333333333335,48.8,2022-08-08T18:02:00.0
KR_U98,Weekday,8,5,9.116666666666667,9.266666666666667,18.383333333333333,14.7,0.7,2022-08-11T14:42:00.0
KR_U98,Weekday,5,10,0.35,32.86666666666667,33.21666666666667,9.083333333333334,2.4,2022-08-12T09:05:00.0
KR_U98,Weekday,10,9,10.866666666666667,82.93333333333334,93.80000000000001,18.3,29.2,2022-08-15T18:18:00.0
KR_U98,Weekday,9,9,9.466666666666667,41.983333333333334,51.45,16.1,3.1,2022-08-19T16:06:00.0
KR_U98,Weekday,9,7,9.916666666666666,8.3,18.21666666666667,17.983333333333334,6.3,2022-08-23T17:59:00.0
KR_U98,Weekday,7,10,3.95,2.45,6.4,12.2,27.3,2022-08-24T12:12:00.0
KR_U98,Weekday,10,9,0.9333333333333333,45.13333333333334,46.06666666666667,18.6,6.6,2022-08-24T18:36:00.0
KR_U98,Weekday,9,8,4.616666666666666,18.666666666666664,23.28333333333333,16.666666666666668,32.6,2022-08-26T16:40:00.0
KR_U98,Weekday,8,7,4.45,65.21666666666667,69.66666666666667,15.95,31.3,2022-08-29T15:57:00.0
KR_U98,Weekday,7,6,4.383333333333334,65.26666666666667,69.65,13.616666666666667,30.9,2022-09-01T13:37:00.0
KR_U98,Weekday,6,9,4.866666666666666,48.35,53.21666666666667,11.266666666666667,34.1,2022-09-06T11:16:00.0
KR_U98,Weekday,9,9,4.433333333333334,91.38333333333333,95.81666666666666,16.483333333333334,31.3,2022-09-08T16:29:00.0
KR_U98,Weekday,9,1,0.15,8.05,8.200000000000001,16.3,1.0,2022-09-14T16:18:00.0
KR_U98,Weekday,1,8,4.8,106.08333333333334,110.88333333333334,0.5,33.9,2022-09-15T00:30:00.0
KR_U98,Weekday,8,7,6.066666666666666,64.43333333333334,70.5,15.383333333333333,42.9,2022-09-21T15:23:00.0
KR_U98,Weekday,7,8,5.583333333333333,67.76666666666667,73.35,13.883333333333333,39.2,2022-09-26T13:53:00.0
KR_U109,Weekend,11,10,1.7,187.88333333333333,189.58333333333331,21.716666666666665,11.0,2021-11-27T21:43:00.0
KR_U109,Weekend,10,11,0.7,0.4,1.1,19.3,4.9,2021-12-25T19:18:00.0
KR_U109,Weekend,11,9,3.1666666666666665,112.78333333333333,115.95,20.4,19.8,2021-12-25T20:24:00.0
KR_U109,Weekend,9,12,3.7,50.08333333333333,53.78333333333333,16.35,22.9,2022-01-09T16:21:00.0
KR_U109,Weekend,12,10,2.933333333333333,115.76666666666667,118.7,22.133333333333333,19.4,2022-01-16T22:08:00.0
KR_U109,Weekend,10,12,1.0,25.46666666666667,26.46666666666667,19.766666666666666,7.1,2022-02-05T19:46:00.0
KR_U109,Weekend,12,12,0.5,0.9833333333333333,1.4833333333333334,22.233333333333334,3.6,2022-02-06T22:14:00.0
KR_U109,Weekend,12,1,3.4,69.16666666666666,72.56666666666666,23.5,24.3,2022-04-23T23:30:00.0
KR_U109,Weekend,1,12,3.65,42.36666666666667,46.016666666666666,0.06666666666666667,25.6,2022-05-07T00:04:00.0
KR_U109,Weekend,12,12,3.183333333333333,23.666666666666668,26.85,22.083333333333332,22.5,2022-05-08T22:05:00.0
KR_U109,Weekend,12,12,2.6333333333333333,45.45,48.083333333333336,23.666666666666668,18.5,2022-05-14T23:40:00.0
KR_U109,Weekend,12,12,2.783333333333333,20.266666666666666,23.049999999999997,23.75,19.9,2022-05-21T23:45:00.0
KR_U109,Weekend,12,10,3.316666666666667,42.71666666666667,46.03333333333334,22.8,23.4,2022-05-22T22:48:00.0
KR_U109,Weekend,10,1,2.6333333333333333,2.783333333333333,5.416666666666666,18.716666666666665,18.6,2022-05-29T18:43:00.0
KR_U109,Weekend,1,11,2.55,66.53333333333333,69.08333333333333,0.13333333333333333,18.1,2022-06-04T00:08:00.0
KR_U109,Weekend,11,12,2.933333333333333,47.11666666666667,50.05,21.216666666666665,20.9,2022-06-11T21:13:00.0
KR_U109,Weekend,12,12,2.183333333333333,165.51666666666668,167.70000000000002,23.266666666666666,15.6,2022-06-18T23:16:00.0
KR_U109,Weekend,12,6,3.4,82.78333333333333,86.18333333333334,22.966666666666665,24.3,2022-07-10T22:58:00.0
KR_U109,Weekend,6,8,3.4166666666666665,72.33333333333333,75.75,10.783333333333333,24.3,2022-07-24T10:47:00.0
KR_U109,Weekend,8,9,0.6833333333333333,26.35,27.033333333333335,14.533333333333333,4.7,2022-08-06T14:32:00.0
KR_U109,Weekday,10,10,2.9,92.4,95.30000000000001,19.316666666666666,20.2,2021-11-04T19:19:00.0
KR_U109,Weekday,10,1,3.8333333333333335,194.20000000000002,198.03333333333336,18.616666666666667,26.9,2021-11-10T18:37:00.0
KR_U109,Weekday,1,12,3.183333333333333,210.58333333333334,213.76666666666668,0.65,21.7,2021-11-23T00:39:00.0
KR_U109,Weekday,10,10,3.1666666666666665,20.349999999999998,23.516666666666666,18.75,21.9,2022-01-03T18:45:00.0
KR_U109,Weekday,10,10,2.0,22.166666666666668,24.166666666666668,18.266666666666666,14.1,2022-01-04T18:16:00.0
KR_U109,Weekday,10,10,2.4,45.38333333333333,47.78333333333333,18.433333333333334,15.5,2022-01-05T18:26:00.0
KR_U109,Weekday,10,10,2.55,69.88333333333333,72.43333333333332,18.216666666666665,17.1,2022-01-07T18:13:00.0
KR_U109,Weekday,10,11,3.5,47.13333333333334,50.63333333333334,18.65,23.4,2022-01-12T18:39:00.0
KR_U109,Weekday,11,10,3.5,91.08333333333333,94.58333333333333,21.283333333333335,23.5,2022-01-14T21:17:00.0
KR_U109,Weekday,10,10,3.5833333333333335,44.68333333333334,48.26666666666667,19.083333333333332,22.1,2022-01-20T19:05:00.0
KR_U109,Weekday,10,10,3.3,188.71666666666667,192.01666666666668,19.35,23.2,2022-01-24T19:21:00.0
KR_U109,Weekday,10,10,0.8166666666666667,23.766666666666666,24.583333333333332,19.366666666666667,5.7,2022-02-03T19:22:00.0
KR_U109,Weekday,10,11,2.3,46.766666666666666,49.06666666666666,19.95,15.2,2022-02-04T19:57:00.0
KR_U109,Weekday,10,10,2.9833333333333334,44.833333333333336,47.81666666666667,19.85,18.5,2022-02-28T19:51:00.0
KR_U109,Weekday,10,10,3.183333333333333,45.099999999999994,48.283333333333324,19.666666666666668,22.1,2022-03-02T19:40:00.0
KR_U109,Weekday,10,11,2.7333333333333334,21.316666666666666,24.05,19.95,19.2,2022-03-04T19:57:00.0
KR_U109,Weekday,11,12,1.85,1.2,3.05,20.0,13.3,2022-03-07T20:00:00.0
KR_U109,Weekday,12,10,2.3,41.416666666666664,43.71666666666666,23.05,15.7,2022-03-07T23:03:00.0
KR_U109,Weekday,10,11,1.85,1.1166666666666667,2.966666666666667,18.766666666666666,13.0,2022-03-09T18:46:00.0
KR_U109,Weekday,11,1,2.1666666666666665,48.583333333333336,50.75,21.733333333333334,13.9,2022-03-09T21:44:00.0
KR_U109,Weekday,1,11,3.3333333333333335,40.266666666666666,43.6,0.48333333333333334,23.2,2022-03-14T00:29:00.0
KR_U109,Weekday,11,10,3.316666666666667,44.53333333333333,47.85,20.083333333333332,21.5,2022-03-15T20:05:00.0
KR_U109,Weekday,10,11,0.2,0.38333333333333336,0.5833333333333334,19.933333333333334,1.3,2022-03-17T19:56:00.0
KR_U109,Weekday,11,12,1.2333333333333334,25.633333333333333,26.866666666666667,20.516666666666666,8.8,2022-03-17T20:31:00.0
KR_U109,Weekday,12,10,2.1666666666666665,187.73333333333335,189.9,23.383333333333333,15.2,2022-03-18T23:23:00.0
KR_U109,Weekday,10,11,0.8333333333333334,0.1,0.9333333333333333,19.733333333333334,5.9,2022-03-30T19:44:00.0
KR_U109,Weekday,11,10,2.3833333333333333,44.88333333333333,47.266666666666666,20.666666666666668,16.8,2022-03-30T20:40:00.0
KR_U109,Weekday,10,11,3.5,68.78333333333333,72.28333333333333,19.933333333333334,24.0,2022-04-01T19:56:00.0
KR_U109,Weekday,11,12,1.5333333333333334,0.43333333333333335,1.9666666666666668,20.216666666666665,10.9,2022-04-06T20:13:00.0
KR_U109,Weekday,12,11,1.2166666666666666,166.45,167.66666666666666,22.183333333333334,8.8,2022-04-06T22:11:00.0
KR_U109,Weekday,11,12,2.216666666666667,22.2,24.416666666666664,21.85,15.8,2022-04-15T21:51:00.0
KR_U109,Weekday,12,12,2.2666666666666666,47.0,49.266666666666666,22.2,15.6,2022-04-18T22:12:00.0
KR_U109,Weekday,12,12,2.95,68.48333333333332,71.43333333333332,23.466666666666665,21.0,2022-04-20T23:28:00.0
KR_U109,Weekday,12,12,2.9,21.533333333333335,24.433333333333334,22.9,20.6,2022-04-25T22:54:00.0
KR_U109,Weekday,12,3,1.3333333333333333,52.73333333333333,54.06666666666666,23.333333333333332,9.5,2022-04-26T23:20:00.0
KR_U109,Weekday,3,12,2.3333333333333335,39.95,42.28333333333334,5.4,16.4,2022-04-29T05:24:00.0
KR_U109,Weekday,12,1,2.3666666666666667,47.5,49.86666666666667,23.683333333333334,16.7,2022-05-02T23:41:00.0
KR_U109,Weekday,1,12,3.6666666666666665,65.9,69.56666666666668,1.55,25.8,2022-05-05T01:33:00.0
KR_U109,Weekday,12,12,2.1666666666666665,69.88333333333334,72.05000000000001,23.116666666666667,15.4,2022-05-09T23:07:00.0
KR_U109,Weekday,12,12,2.15,70.13333333333334,72.28333333333335,23.166666666666668,15.4,2022-05-12T23:10:00.0
KR_U109,Weekday,12,12,2.433333333333333,44.96666666666667,47.4,23.45,17.3,2022-05-17T23:27:00.0
KR_U109,Weekday,12,1,2.683333333333333,70.78333333333333,73.46666666666667,22.85,19.2,2022-05-19T22:51:00.0
KR_U109,Weekday,1,12,1.9333333333333333,45.31666666666666,47.24999999999999,0.31666666666666665,13.8,2022-05-25T00:19:00.0
KR_U109,Weekday,12,12,1.5666666666666667,69.95,71.51666666666667,23.566666666666666,11.0,2022-05-26T23:34:00.0
KR_U109,Weekday,12,12,2.3666666666666667,45.46666666666667,47.833333333333336,23.083333333333332,16.7,2022-05-31T23:05:00.0
KR_U109,Weekday,12,12,3.2333333333333334,44.18333333333334,47.41666666666667,22.916666666666668,23.1,2022-06-02T22:55:00.0
KR_U109,Weekday,12,1,1.9333333333333333,47.833333333333336,49.766666666666666,22.333333333333332,13.8,2022-06-06T22:20:00.0
KR_U109,Weekday,1,12,3.3,19.9,23.2,0.1,23.4,2022-06-09T00:06:00.0
KR_U109,Weekday,12,12,2.1,45.95,48.050000000000004,23.3,14.9,2022-06-09T23:18:00.0
KR_U109,Weekday,12,1,0.7333333333333333,0.23333333333333334,0.9666666666666666,23.35,5.2,2022-06-13T23:21:00.0
KR_U109,Weekday,1,5,1.9333333333333333,54.3,56.23333333333333,0.31666666666666665,13.8,2022-06-14T00:19:00.0
KR_U109,Weekday,5,12,2.7,83.73333333333333,86.43333333333334,8.55,19.2,2022-06-16T08:33:00.0
KR_U109,Weekday,12,11,3.6166666666666667,43.33333333333333,46.949999999999996,22.983333333333334,25.8,2022-06-21T22:59:00.0
KR_U109,Weekday,11,12,2.75,214.11666666666667,216.86666666666667,21.933333333333334,19.4,2022-06-23T21:56:00.0
KR_U109,Weekday,8,10,3.2666666666666666,72.66666666666666,75.93333333333332,15.333333333333334,23.5,2022-07-21T15:20:00.0
KR_U109,Weekday,10,6,2.7333333333333334,108.5,111.23333333333333,19.266666666666666,19.7,2022-07-26T19:16:00.0
KR_U109,Weekday,6,9,0.95,5.0,5.95,10.5,6.3,2022-08-02T10:30:00.0
KR_U109,Weekday,8,11,2.216666666666667,218.55,220.76666666666668,15.716666666666667,15.9,2022-08-30T15:43:00.0
KR_U109,Weekday,11,10,2.1666666666666665,44.81666666666666,46.98333333333333,20.483333333333334,15.4,2022-09-12T20:29:00.0
KR_U109,Weekday,10,11,2.5833333333333335,70.95,73.53333333333333,19.466666666666665,18.5,2022-09-14T19:28:00.0
KR_U109,Weekday,11,10,1.2166666666666666,141.33333333333334,142.55,21.0,8.8,2022-09-19T21:00:00.0
KR_U109,Weekday,10,11,0.23333333333333334,49.333333333333336,49.56666666666667,19.55,16.06,2022-09-27T19:33:00.0
KR_U109,Weekday,11,11,3.183333333333333,20.033333333333335,23.21666666666667,21.116666666666667,21.77,2022-09-29T21:07:00.0
KR_U42,Weekend,7,9,2.066666666666667,49.31666666666666,51.38333333333333,12.833333333333334,15.0,2022-03-27T12:50:00.0
KR_U42,Weekend,9,8,1.8666666666666667,68.66666666666667,70.53333333333333,16.216666666666665,13.2,2022-04-03T16:13:00.0
KR_U42,Weekend,8,10,1.3333333333333333,98.61666666666667,99.95,14.75,9.6,2022-04-16T14:45:00.0
KR_U42,Weekend,10,11,2.0,48.650000000000006,50.650000000000006,18.7,14.3,2022-04-30T18:42:00.0
KR_U42,Weekend,11,8,2.8,231.79999999999998,234.6,21.35,20.1,2022-05-07T21:21:00.0
KR_U42,Weekend,6,10,0.26666666666666666,7.233333333333333,7.5,10.716666666666667,1.9,2022-08-06T10:43:00.0
KR_U42,Weekend,10,6,2.466666666666667,39.166666666666664,41.63333333333333,18.216666666666665,17.6,2022-08-06T18:13:00.0
KR_U42,Weekend,6,5,2.25,19.883333333333333,22.133333333333333,11.85,16.0,2022-08-13T11:51:00.0
KR_U42,Weekend,5,6,1.9166666666666667,22.933333333333334,24.85,9.983333333333333,13.6,2022-08-14T09:59:00.0
KR_U42,Weekend,6,6,0.2833333333333333,0.15,0.43333333333333335,10.833333333333334,1.9,2022-08-20T10:50:00.0
KR_U42,Weekend,6,5,1.05,20.1,21.150000000000002,11.266666666666667,1.8,2022-08-20T11:16:00.0
KR_U42,Weekend,5,8,1.8,4.383333333333334,6.183333333333334,8.416666666666666,12.8,2022-08-21T08:25:00.0
KR_U42,Weekend,8,7,1.3833333333333333,21.4,22.78333333333333,14.6,9.89,2022-08-21T14:36:00.0
KR_U42,Weekend,7,12,1.0,7.983333333333333,8.983333333333334,13.383333333333333,7.1,2022-08-27T13:23:00.0
KR_U42,Weekend,12,6,1.6666666666666667,35.233333333333334,36.9,22.366666666666667,11.9,2022-08-27T22:22:00.0
KR_U42,Weekend,6,5,2.8666666666666667,138.66666666666669,141.53333333333336,11.266666666666667,20.1,2022-09-03T11:16:00.0
KR_U42,Weekend,5,7,0.7,2.75,3.45,8.8,4.79,2022-09-24T08:48:00.0
KR_U42,Weekend,7,6,1.4166666666666667,20.53333333333333,21.95,12.25,9.9,2022-09-24T12:15:00.0
KR_U42,Weekday,11,12,3.25,118.8,122.05,20.2,23.6,2022-03-08T20:12:00.0
KR_U42,Weekday,12,12,3.3333333333333335,44.93333333333334,48.26666666666667,22.25,24.2,2022-03-15T22:15:00.0
KR_U42,Weekday,11,10,2.933333333333333,114.66666666666667,117.60000000000001,21.7,21.2,2022-04-13T21:42:00.0
KR_U42,Weekday,10,12,2.3333333333333335,96.48333333333335,98.81666666666668,19.3,16.7,2022-04-20T19:18:00.0
KR_U42,Weekday,12,10,2.2333333333333334,114.51666666666668,116.75000000000001,22.116666666666667,16.29,2022-04-26T22:07:00.0
KR_U42,Weekday,10,11,1.1333333333333333,25.266666666666666,26.4,18.866666666666667,8.1,2022-05-03T18:52:00.0
