user_id,day_type,bin,n_bin,fallback,pi0,D_family,G_family,E_family,A_family,n_pool_A
KR_U187,Weekday,6,0,2,0.0,TruncGMM(K=2),TruncGMM(K=3),TruncGMM(K=2),TruncGMM(K=2),20
KR_U187,Weekday,7,0,2,0.0,TruncGMM(K=2),TruncGMM(K=3),TruncGMM(K=2),TruncGMM(K=2),20
KR_U187,Weekday,8,0,2,0.0,TruncGMM(K=2),TruncGMM(K=3),TruncGMM(K=2),TruncGMM(K=2),20
KR_U187,Weekday,9,0,2,0.0,TruncGMM(K=2),TruncGMM(K=3),TruncGMM(K=2),TruncGMM(K=2),20
KR_U187,Weekday,10,0,2,0.0,TruncGMM(K=2),TruncGMM(K=3),TruncGMM(K=2),TruncGMM(K=2),20
KR_U187,Weekday,11,0,2,0.0,TruncGMM(K=2),TruncGMM(K=3),TruncGMM(K=2),TruncGMM(K=2),20
KR_U187,Weekday,12,46,1,0.7541,TruncGMM(K=3),TruncGMM(K=4),TruncGMM(K=2),TruncGMM(K=2),46
KR_U434,Weekday,1,0,2,0.0,Weibull,TruncGMM(K=5),Weibull,TruncGMM(K=3),20
KR_U434,Weekday,2,0,2,0.0,Weibull,TruncGMM(K=5),Weibull,TruncGMM(K=3),20
KR_U434,Weekday,3,0,2,0.0,Weibull,TruncGMM(K=5),Weibull,TruncGMM(K=3),20
KR_U434,Weekday,4,0,2,0.0,Weibull,TruncGMM(K=5),Weibull,TruncGMM(K=3),20
KR_U434,Weekday,5,19,1,0.1418,Weibull,TruncGMM(K=4),Weibull,TruncGMM(K=2),19
KR_U434,Weekday,6,12,2,0.0896,Weibull,TruncGMM(K=5),Weibull,TruncGMM(K=3),12
KR_U434,Weekday,7,5,2,0.0373,Weibull,TruncGMM(K=5),Weibull,TruncGMM(K=3),5
KR_U434,Weekday,8,14,2,0.1045,Weibull,TruncGMM(K=5),Weibull,TruncGMM(K=3),14
KR_U434,Weekday,9,66,1,0.4925,Weibull,TruncGMM(K=4),Weibull,Weibull,66
KR_U434,Weekday,10,18,1,0.1343,TruncGMM(K=1),LogNormal,TruncGMM(K=1),LogNormal,18
KR_U434,Weekday,11,0,2,0.0,Weibull,TruncGMM(K=5),Weibull,TruncGMM(K=3),20
KR_U434,Weekday,12,0,2,0.0,Weibull,TruncGMM(K=5),Weibull,TruncGMM(K=3),20
KR_U194,Weekend,1,3,2,0.1364,TruncGMM(K=2),LogNormal,Weibull,TruncGMM(K=2),20
KR_U194,Weekend,2,1,2,0.0455,TruncGMM(K=2),LogNormal,Weibull,TruncGMM(K=2),20
KR_U194,Weekend,3,0,2,0.0,TruncGMM(K=2),LogNormal,Weibull,TruncGMM(K=2),20
KR_U194,Weekend,4,0,2,0.0,TruncGMM(K=2),LogNormal,Weibull,TruncGMM(K=2),20
KR_U194,Weekend,5,0,2,0.0,TruncGMM(K=2),LogNormal,Weibull,TruncGMM(K=2),20
KR_U194,Weekend,6,0,2,0.0,TruncGMM(K=2),LogNormal,Weibull,TruncGMM(K=2),20
KR_U194,Weekend,7,1,2,0.0455,TruncGMM(K=2),LogNormal,Weibull,TruncGMM(K=2),20
KR_U194,Weekend,8,4,2,0.1818,TruncGMM(K=2),LogNormal,Weibull,TruncGMM(K=2),20
KR_U194,Weekend,9,4,2,0.1818,TruncGMM(K=2),LogNormal,Weibull,TruncGMM(K=2),20
KR_U194,Weekend,10,1,2,0.0455,TruncGMM(K=2),LogNormal,Weibull,TruncGMM(K=2),20
KR_U194,Weekend,11,3,2,0.1364,TruncGMM(K=2),LogNormal,Weibull,TruncGMM(K=2),20
KR_U194,Weekend,12,5,2,0.2273,TruncGMM(K=2),LogNormal,Weibull,TruncGMM(K=2),5
KR_U89,Weekday,1,0,2,0.0,TruncGMM(K=2),TruncGMM(K=3),TruncGMM(K=3),TruncGMM(K=2),20
KR_U89,Weekday,2,0,2,0.0,TruncGMM(K=2),TruncGMM(K=3),TruncGMM(K=3),TruncGMM(K=2),20
KR_U89,Weekday,3,35,1,0.5072,TruncGMM(K=1),TruncGMM(K=2),Weibull,TruncGMM(K=2),35
KR_U89,Weekday,4,30,1,0.4348,TruncGMM(K=2),LogNormal,TruncGMM(K=2),LogNormal,30
KR_U89,Weekday,5,0,2,0.0,TruncGMM(K=2),TruncGMM(K=3),TruncGMM(K=3),TruncGMM(K=2),20
KR_U89,Weekday,6,1,2,0.0145,TruncGMM(K=2),TruncGMM(K=3),TruncGMM(K=3),TruncGMM(K=2),20
KR_U89,Weekday,7,1,2,0.0145,TruncGMM(K=2),TruncGMM(K=3),TruncGMM(K=3),TruncGMM(K=2),20
KR_U89,Weekday,8,0,2,0.0,TruncGMM(K=2),TruncGMM(K=3),TruncGMM(K=3),TruncGMM(K=2),20
KR_U89,Weekday,9,1,2,0.0145,TruncGMM(K=2),TruncGMM(K=3),TruncGMM(K=3),TruncGMM(K=2),20
KR_U89,Weekday,10,1,2,0.0145,TruncGMM(K=2),TruncGMM(K=3),TruncGMM(K=3),TruncGMM(K=2),20
KR_U89,Weekday,11,0,2,0.0,TruncGMM(K=2),TruncGMM(K=3),TruncGMM(K=3),TruncGMM(K=2),20
KR_U89,Weekday,12,0,2,0.0,TruncGMM(K=2),TruncGMM(K=3),TruncGMM(K=3),TruncGMM(K=2),20
KR_U1228,Weekday,1,0,2,0.0,TruncGMM(K=2),TruncGMM(K=5),TruncGMM(K=2),TruncGMM(K=2),20
KR_U1228,Weekday,2,0,2,0.0,TruncGMM(K=2),TruncGMM(K=5),TruncGMM(K=2),TruncGMM(K=2),20
KR_U1228,Weekday,3,0,2,0.0,TruncGMM(K=2),TruncGMM(K=5),TruncGMM(K=2),TruncGMM(K=2),20
KR_U1228,Weekday,4,0,2,0.0,TruncGMM(K=2),TruncGMM(K=5),TruncGMM(K=2),TruncGMM(K=2),20
KR_U1228,Weekday,5,1,2,0.0085,TruncGMM(K=2),TruncGMM(K=5),TruncGMM(K=2),TruncGMM(K=2),20
KR_U1228,Weekday,6,0,2,0.0,TruncGMM(K=2),TruncGMM(K=5),TruncGMM(K=2),TruncGMM(K=2),20
KR_U1228,Weekday,7,0,2,0.0,TruncGMM(K=2),TruncGMM(K=5),TruncGMM(K=2),TruncGMM(K=2),20
KR_U1228,Weekday,8,1,2,0.0085,TruncGMM(K=2),TruncGMM(K=5),TruncGMM(K=2),TruncGMM(K=2),20
KR_U1228,Weekday,9,46,1,0.3932,LogNormal,TruncGMM(K=2),LogNormal,Weibull,46
KR_U1228,Weekday,10,67,1,0.5726,TruncGMM(K=2),TruncGMM(K=5),TruncGMM(K=2),LogNormal,67
KR_U1228,Weekday,11,2,2,0.0171,TruncGMM(K=2),TruncGMM(K=5),TruncGMM(K=2),TruncGMM(K=2),20
KR_U1228,Weekday,12,0,2,0.0,TruncGMM(K=2),TruncGMM(K=5),TruncGMM(K=2),TruncGMM(K=2),20
KR_U1230,Weekday,1,0,2,0.0,TruncGMM(K=2),TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=3),20
KR_U1230,Weekday,2,0,2,0.0,TruncGMM(K=2),TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=3),20
KR_U1230,Weekday,3,0,2,0.0,TruncGMM(K=2),TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=3),20
KR_U1230,Weekday,4,0,2,0.0,TruncGMM(K=2),TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=3),20
KR_U1230,Weekday,5,0,2,0.0,TruncGMM(K=2),TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=3),20
KR_U1230,Weekday,6,0,2,0.0,TruncGMM(K=2),TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=3),20
KR_U1230,Weekday,7,3,2,0.0423,TruncGMM(K=2),TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=3),20
KR_U1230,Weekday,8,1,2,0.0141,TruncGMM(K=2),TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=3),20
KR_U1230,Weekday,9,58,1,0.8169,TruncGMM(K=2),TruncGMM(K=5),TruncGMM(K=2),TruncGMM(K=1),58
KR_U1230,Weekday,10,9,2,0.1268,TruncGMM(K=2),TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=3),9
KR_U1230,Weekday,11,0,2,0.0,TruncGMM(K=2),TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=3),20
KR_U1230,Weekday,12,0,2,0.0,TruncGMM(K=2),TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=3),20
KR_U127,Weekday,1,0,2,0.0,TruncGMM(K=1),TruncGMM(K=6),TruncGMM(K=1),Weibull,20
KR_U127,Weekday,2,0,2,0.0,TruncGMM(K=1),TruncGMM(K=6),TruncGMM(K=1),Weibull,20
KR_U127,Weekday,3,0,2,0.0,TruncGMM(K=1),TruncGMM(K=6),TruncGMM(K=1),Weibull,20
KR_U127,Weekday,4,0,2,0.0,TruncGMM(K=1),TruncGMM(K=6),TruncGMM(K=1),Weibull,20
KR_U127,Weekday,5,0,2,0.0,TruncGMM(K=1),TruncGMM(K=6),TruncGMM(K=1),Weibull,20
KR_U127,Weekday,6,11,2,0.094,TruncGMM(K=1),TruncGMM(K=6),TruncGMM(K=1),Weibull,11
KR_U127,Weekday,7,13,2,0.1111,TruncGMM(K=1),TruncGMM(K=6),TruncGMM(K=1),Weibull,13
KR_U127,Weekday,8,48,1,0.4103,TruncGMM(K=1),TruncGMM(K=2),TruncGMM(K=1),Weibull,48
KR_U127,Weekday,9,45,1,0.3846,TruncGMM(K=1),LogNormal,TruncGMM(K=1),TruncGMM(K=1),45
KR_U127,Weekday,10,0,2,0.0,TruncGMM(K=1),TruncGMM(K=6),TruncGMM(K=1),Weibull,20
KR_U127,Weekday,11,0,2,0.0,TruncGMM(K=1),TruncGMM(K=6),TruncGMM(K=1),Weibull,20
KR_U127,Weekday,12,0,2,0.0,TruncGMM(K=1),TruncGMM(K=6),TruncGMM(K=1),Weibull,20
KR_U109,Weekend,1,2,2,0.1,TruncGMM(K=2),Exponential,TruncGMM(K=2),TruncGMM(K=3),20
KR_U109,Weekend,2,0,2,0.0,TruncGMM(K=2),Exponential,TruncGMM(K=2),TruncGMM(K=3),20
KR_U109,Weekend,3,0,2,0.0,TruncGMM(K=2),Exponential,TruncGMM(K=2),TruncGMM(K=3),20
KR_U109,Weekend,4,0,2,0.0,TruncGMM(K=2),Exponential,TruncGMM(K=2),TruncGMM(K=3),20
KR_U109,Weekend,5,0,2,0.0,TruncGMM(K=2),Exponential,TruncGMM(K=2),TruncGMM(K=3),20
KR_U109,Weekend,6,1,2,0.05,TruncGMM(K=2),Exponential,TruncGMM(K=2),TruncGMM(K=3),20
KR_U109,Weekend,7,0,2,0.0,TruncGMM(K=2),Exponential,TruncGMM(K=2),TruncGMM(K=3),20
KR_U109,Weekend,8,1,2,0.05,TruncGMM(K=2),Exponential,TruncGMM(K=2),TruncGMM(K=3),20
KR_U109,Weekend,9,1,2,0.05,TruncGMM(K=2),Exponential,TruncGMM(K=2),TruncGMM(K=3),20
KR_U109,Weekend,10,3,2,0.15,TruncGMM(K=2),Exponential,TruncGMM(K=2),TruncGMM(K=3),20
KR_U109,Weekend,11,3,2,0.15,TruncGMM(K=2),Exponential,TruncGMM(K=2),TruncGMM(K=3),20
KR_U109,Weekend,12,9,2,0.45,TruncGMM(K=2),Exponential,TruncGMM(K=2),TruncGMM(K=3),9
KR_U195,Weekend,1,0,2,0.0,LogNormal,TruncGMM(K=4),Weibull,TruncGMM(K=2),20
KR_U195,Weekend,2,0,2,0.0,LogNormal,TruncGMM(K=4),Weibull,TruncGMM(K=2),20
KR_U195,Weekend,3,0,2,0.0,LogNormal,TruncGMM(K=4),Weibull,TruncGMM(K=2),20
KR_U195,Weekend,4,0,2,0.0,LogNormal,TruncGMM(K=4),Weibull,TruncGMM(K=2),20
KR_U195,Weekend,5,0,2,0.0,LogNormal,TruncGMM(K=4),Weibull,TruncGMM(K=2),20
KR_U195,Weekend,6,1,2,0.0625,LogNormal,TruncGMM(K=4),Weibull,TruncGMM(K=2),20
KR_U195,Weekend,7,6,2,0.375,LogNormal,TruncGMM(K=4),Weibull,TruncGMM(K=2),6
KR_U195,Weekend,8,2,2,0.125,LogNormal,TruncGMM(K=4),Weibull,TruncGMM(K=2),20
KR_U195,Weekend,9,2,2,0.125,LogNormal,TruncGMM(K=4),Weibull,TruncGMM(K=2),20
KR_U195,Weekend,10,0,2,0.0,LogNormal,TruncGMM(K=4),Weibull,TruncGMM(K=2),20
KR_U195,Weekend,11,2,2,0.125,LogNormal,TruncGMM(K=4),Weibull,TruncGMM(K=2),20
KR_U195,Weekend,12,3,2,0.1875,LogNormal,TruncGMM(K=4),Weibull,TruncGMM(K=2),20
KR_U1446,Weekday,1,0,2,0.0,Weibull,TruncGMM(K=4),TruncGMM(K=1),TruncGMM(K=3),20
KR_U1446,Weekday,2,0,2,0.0,Weibull,TruncGMM(K=4),TruncGMM(K=1),TruncGMM(K=3),20
KR_U1446,Weekday,3,0,2,0.0,Weibull,TruncGMM(K=4),TruncGMM(K=1),TruncGMM(K=3),20
KR_U1446,Weekday,4,0,2,0.0,Weibull,TruncGMM(K=4),TruncGMM(K=1),TruncGMM(K=3),20
KR_U1446,Weekday,5,3,2,0.0429,Weibull,TruncGMM(K=4),TruncGMM(K=1),TruncGMM(K=3),20
KR_U1446,Weekday,6,1,2,0.0143,Weibull,TruncGMM(K=4),TruncGMM(K=1),TruncGMM(K=3),20
KR_U1446,Weekday,7,0,2,0.0,Weibull,TruncGMM(K=4),TruncGMM(K=1),TruncGMM(K=3),20
KR_U1446,Weekday,8,5,2,0.0714,Weibull,TruncGMM(K=4),TruncGMM(K=1),TruncGMM(K=3),5
KR_U1446,Weekday,9,57,1,0.8143,Weibull,TruncGMM(K=5),Weibull,TruncGMM(K=1),57
KR_U1446,Weekday,10,3,2,0.0429,Weibull,TruncGMM(K=4),TruncGMM(K=1),TruncGMM(K=3),20
KR_U1446,Weekday,11,1,2,0.0143,Weibull,TruncGMM(K=4),TruncGMM(K=1),TruncGMM(K=3),20
KR_U1446,Weekday,12,0,2,0.0,Weibull,TruncGMM(K=4),TruncGMM(K=1),TruncGMM(K=3),20
KR_U98,Weekend,1,0,2,0.0,TruncGMM(K=1),TruncGMM(K=5),TruncGMM(K=2),TruncGMM(K=3),20
KR_U98,Weekend,2,0,2,0.0,TruncGMM(K=1),TruncGMM(K=5),TruncGMM(K=2),TruncGMM(K=3),20
KR_U98,Weekend,3,0,2,0.0,TruncGMM(K=1),TruncGMM(K=5),TruncGMM(K=2),TruncGMM(K=3),20
KR_U98,Weekend,4,0,2,0.0,TruncGMM(K=1),TruncGMM(K=5),TruncGMM(K=2),TruncGMM(K=3),20
KR_U98,Weekend,5,2,2,0.1,TruncGMM(K=1),TruncGMM(K=5),TruncGMM(K=2),TruncGMM(K=3),20
KR_U98,Weekend,6,0,2,0.0,TruncGMM(K=1),TruncGMM(K=5),TruncGMM(K=2),TruncGMM(K=3),20
KR_U98,Weekend,7,4,2,0.2,TruncGMM(K=1),TruncGMM(K=5),TruncGMM(K=2),TruncGMM(K=3),20
KR_U98,Weekend,8,2,2,0.1,TruncGMM(K=1),TruncGMM(K=5),TruncGMM(K=2),TruncGMM(K=3),20
KR_U98,Weekend,9,5,2,0.25,TruncGMM(K=1),TruncGMM(K=5),TruncGMM(K=2),TruncGMM(K=3),5
KR_U98,Weekend,10,5,2,0.25,TruncGMM(K=1),TruncGMM(K=5),TruncGMM(K=2),TruncGMM(K=3),5
KR_U98,Weekend,11,2,2,0.1,TruncGMM(K=1),TruncGMM(K=5),TruncGMM(K=2),TruncGMM(K=3),20
KR_U98,Weekend,12,0,2,0.0,TruncGMM(K=1),TruncGMM(K=5),TruncGMM(K=2),TruncGMM(K=3),20
KR_U236,Weekday,1,1,2,0.0185,TruncGMM(K=1),TruncGMM(K=1),Weibull,TruncGMM(K=2),20
KR_U236,Weekday,2,0,2,0.0,TruncGMM(K=1),TruncGMM(K=1),Weibull,TruncGMM(K=2),20
KR_U236,Weekday,3,2,2,0.037,TruncGMM(K=1),TruncGMM(K=1),Weibull,TruncGMM(K=2),20
KR_U236,Weekday,4,0,2,0.0,TruncGMM(K=1),TruncGMM(K=1),Weibull,TruncGMM(K=2),20
KR_U236,Weekday,5,1,2,0.0185,TruncGMM(K=1),TruncGMM(K=1),Weibull,TruncGMM(K=2),20
KR_U236,Weekday,6,0,2,0.0,TruncGMM(K=1),TruncGMM(K=1),Weibull,TruncGMM(K=2),20
KR_U236,Weekday,7,1,2,0.0185,TruncGMM(K=1),TruncGMM(K=1),Weibull,TruncGMM(K=2),20
KR_U236,Weekday,8,1,2,0.0185,TruncGMM(K=1),TruncGMM(K=1),Weibull,TruncGMM(K=2),20
KR_U236,Weekday,9,8,2,0.1481,TruncGMM(K=1),TruncGMM(K=1),Weibull,TruncGMM(K=2),8
KR_U236,Weekday,10,15,1,0.2778,TruncGMM(K=1),Weibull,Weibull,TruncGMM(K=1),15
KR_U236,Weekday,11,20,1,0.3704,TruncGMM(K=1),TruncGMM(K=4),TruncGMM(K=3),TruncGMM(K=3),20
KR_U236,Weekday,12,5,2,0.0926,TruncGMM(K=1),TruncGMM(K=1),Weibull,TruncGMM(K=2),5
KR_U98,Weekday,1,1,2,0.0101,TruncGMM(K=3),TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=2),20
KR_U98,Weekday,2,0,2,0.0,TruncGMM(K=3),TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=2),20
KR_U98,Weekday,3,0,2,0.0,TruncGMM(K=3),TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=2),20
KR_U98,Weekday,4,0,2,0.0,TruncGMM(K=3),TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=2),20
KR_U98,Weekday,5,1,2,0.0101,TruncGMM(K=3),TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=2),20
KR_U98,Weekday,6,1,2,0.0101,TruncGMM(K=3),TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=2),20
KR_U98,Weekday,7,9,2,0.0909,TruncGMM(K=3),TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=2),9
KR_U98,Weekday,8,25,1,0.2525,TruncGMM(K=3),TruncGMM(K=4),TruncGMM(K=3),Weibull,25
KR_U98,Weekday,9,33,1,0.3333,TruncGMM(K=1),Weibull,TruncGMM(K=3),TruncGMM(K=2),33
KR_U98,Weekday,10,25,1,0.2525,TruncGMM(K=1),TruncGMM(K=4),TruncGMM(K=1),LogNormal,25
KR_U98,Weekday,11,3,2,0.0303,TruncGMM(K=3),TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=2),20
KR_U98,Weekday,12,1,2,0.0101,TruncGMM(K=3),TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=2),20
KR_U186,Weekday,1,0,2,0.0,TruncGMM(K=3),TruncGMM(K=1),TruncGMM(K=2),TruncGMM(K=3),20
KR_U186,Weekday,2,0,2,0.0,TruncGMM(K=3),TruncGMM(K=1),TruncGMM(K=2),TruncGMM(K=3),20
KR_U186,Weekday,3,0,2,0.0,TruncGMM(K=3),TruncGMM(K=1),TruncGMM(K=2),TruncGMM(K=3),20
KR_U186,Weekday,4,0,2,0.0,TruncGMM(K=3),TruncGMM(K=1),TruncGMM(K=2),TruncGMM(K=3),20
KR_U186,Weekday,5,1,2,0.0125,TruncGMM(K=3),TruncGMM(K=1),TruncGMM(K=2),TruncGMM(K=3),20
KR_U186,Weekday,6,9,2,0.1125,TruncGMM(K=3),TruncGMM(K=1),TruncGMM(K=2),TruncGMM(K=3),9
KR_U186,Weekday,7,8,2,0.1,TruncGMM(K=3),TruncGMM(K=1),TruncGMM(K=2),TruncGMM(K=3),8
KR_U186,Weekday,8,1,2,0.0125,TruncGMM(K=3),TruncGMM(K=1),TruncGMM(K=2),TruncGMM(K=3),20
KR_U186,Weekday,9,0,2,0.0,TruncGMM(K=3),TruncGMM(K=1),TruncGMM(K=2),TruncGMM(K=3),20
KR_U186,Weekday,10,52,1,0.65,TruncGMM(K=3),TruncGMM(K=2),TruncGMM(K=2),TruncGMM(K=1),52
KR_U186,Weekday,11,7,2,0.0875,TruncGMM(K=3),TruncGMM(K=1),TruncGMM(K=2),TruncGMM(K=3),7
KR_U186,Weekday,12,2,2,0.025,TruncGMM(K=3),TruncGMM(K=1),TruncGMM(K=2),TruncGMM(K=3),20
KR_U73,Weekday,1,0,2,0.0,Weibull,TruncGMM(K=5),Weibull,TruncGMM(K=3),20
KR_U73,Weekday,2,0,2,0.0,Weibull,TruncGMM(K=5),Weibull,TruncGMM(K=3),20
KR_U73,Weekday,3,0,2,0.0,Weibull,TruncGMM(K=5),Weibull,TruncGMM(K=3),20
KR_U73,Weekday,4,2,2,0.0208,Weibull,TruncGMM(K=5),Weibull,TruncGMM(K=3),20
KR_U73,Weekday,5,8,2,0.0833,Weibull,TruncGMM(K=5),Weibull,TruncGMM(K=3),8
KR_U73,Weekday,6,39,1,0.4062,TruncGMM(K=2),LogNormal,TruncGMM(K=2),LogNormal,39
KR_U73,Weekday,7,16,1,0.1667,Weibull,TruncGMM(K=2),Weibull,Weibull,16
KR_U73,Weekday,8,24,1,0.25,TruncGMM(K=1),TruncGMM(K=1),TruncGMM(K=1),LogNormal,24
KR_U73,Weekday,9,5,2,0.0521,Weibull,TruncGMM(K=5),Weibull,TruncGMM(K=3),5
KR_U73,Weekday,10,0,2,0.0,Weibull,TruncGMM(K=5),Weibull,TruncGMM(K=3),20
KR_U73,Weekday,11,1,2,0.0104,Weibull,TruncGMM(K=5),Weibull,TruncGMM(K=3),20
KR_U73,Weekday,12,1,2,0.0104,Weibull,TruncGMM(K=5),Weibull,TruncGMM(K=3),20
KR_U73,Weekend,1,0,3,0.0,Weibull,TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=2),20
KR_U73,Weekend,2,0,3,0.0,Weibull,TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=2),20
KR_U73,Weekend,3,0,3,0.0,Weibull,TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=2),20
KR_U73,Weekend,4,0,3,0.0,Weibull,TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=2),20
KR_U73,Weekend,5,1,3,0.2,Weibull,TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=2),20
KR_U73,Weekend,6,1,3,0.2,Weibull,TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=2),20
KR_U73,Weekend,7,0,3,0.0,Weibull,TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=2),20
KR_U73,Weekend,8,2,3,0.3999,Weibull,TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=2),20
KR_U73,Weekend,9,1,3,0.2,Weibull,TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=2),20
KR_U73,Weekend,10,0,3,0.0,Weibull,TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=2),20
KR_U73,Weekend,11,0,3,0.0,Weibull,TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=2),20
KR_U73,Weekend,12,0,3,0.0,Weibull,TruncGMM(K=6),TruncGMM(K=2),TruncGMM(K=2),20
KR_U8,Weekday,1,0,2,0.0,LogNormal,TruncGMM(K=5),Weibull,TruncGMM(K=2),20
KR_U8,Weekday,2,0,2,0.0,LogNormal,TruncGMM(K=5),Weibull,TruncGMM(K=2),20
KR_U8,Weekday,3,0,2,0.0,LogNormal,TruncGMM(K=5),Weibull,TruncGMM(K=2),20
KR_U8,Weekday,4,1,2,0.0116,LogNormal,TruncGMM(K=5),Weibull,TruncGMM(K=2),20
KR_U8,Weekday,5,2,2,0.0233,LogNormal,TruncGMM(K=5),Weibull,TruncGMM(K=2),20
KR_U8,Weekday,6,2,2,0.0233,LogNormal,TruncGMM(K=5),Weibull,TruncGMM(K=2),20
KR_U8,Weekday,7,2,2,0.0233,LogNormal,TruncGMM(K=5),Weibull,TruncGMM(K=2),20
KR_U8,Weekday,8,7,2,0.0814,LogNormal,TruncGMM(K=5),Weibull,TruncGMM(K=2),7
KR_U8,Weekday,9,36,1,0.4186,Weibull,TruncGMM(K=5),Weibull,TruncGMM(K=3),36
KR_U8,Weekday,10,29,1,0.3372,LogNormal,TruncGMM(K=4),Weibull,TruncGMM(K=2),29
KR_U8,Weekday,11,7,2,0.0814,LogNormal,TruncGMM(K=5),Weibull,TruncGMM(K=2),7
KR_U8,Weekday,12,0,2,0.0,LogNormal,TruncGMM(K=5),Weibull,TruncGMM(K=2),20
KR_U1764,Weekend,1,0,2,0.0,Weibull,TruncGMM(K=1),TruncGMM(K=2),TruncGMM(K=2),20
KR_U1764,Weekend,2,0,2,0.0,Weibull,TruncGMM(K=1),TruncGMM(K=2),TruncGMM(K=2),20
KR_U1764,Weekend,3,0,2,0.0,Weibull,TruncGMM(K=1),TruncGMM(K=2),TruncGMM(K=2),20
KR_U1764,Weekend,4,0,2,0.0,Weibull,TruncGMM(K=1),TruncGMM(K=2),TruncGMM(K=2),20
KR_U1764,Weekend,5,2,2,0.0909,Weibull,TruncGMM(K=1),TruncGMM(K=2),TruncGMM(K=2),20
KR_U1764,Weekend,6,0,2,0.0,Weibull,TruncGMM(K=1),TruncGMM(K=2),TruncGMM(K=2),20
KR_U1764,Weekend,7,2,2,0.0909,Weibull,TruncGMM(K=1),TruncGMM(K=2),TruncGMM(K=2),20
KR_U1764,Weekend,8,4,2,0.1818,Weibull,TruncGMM(K=1),TruncGMM(K=2),TruncGMM(K=2),20
